% Model,transient_real_pressure.mph
% Version,COMSOL 6.3.0.290
% Date,"Mar 20 2025, 18:49"
% Table,探针表 1 - 
% 时间 (s),"总声压 (Pa), 点探针 1","总声压 (Pa), 点探针 2"
0,4.659307778194484E-41,4.8783490254217556E-14
1.6666666666666667E-5,5.429501458038802E-40,2.119776362431182E-8
3.3333333333333335E-5,-2.6942699617982563E-39,3.3042892011794615E-8
5.0E-5,1.3839532839959922E-38,2.9949728940529886E-8
6.666666666666667E-5,-1.0948493028428515E-37,7.262522738403341E-9
8.333333333333334E-5,7.947994825803519E-37,-2.8407451485377036E-8
1.0000000000000002E-4,-4.021555303804504E-36,-4.658871072509184E-8
1.1666666666666669E-4,1.442519838937028E-35,-6.154159173963662E-9
1.3333333333333337E-4,-3.6393198336093823E-35,1.1474306822129788E-7
1.5000000000000004E-4,5.671286329150024E-35,3.034258043050225E-7
1.6666666666666672E-4,-1.1406927034809263E-35,5.253228126649038E-7
1.833333333333334E-4,-2.0282400168895526E-34,7.532200243109436E-7
2.0000000000000006E-4,5.374195039368416E-34,9.801238258422674E-7
2.1666666666666674E-4,-4.4841546792920896E-34,1.200961738534644E-6
2.333333333333334E-4,-9.383805751419315E-34,1.4025285011367436E-6
2.5000000000000006E-4,3.191190450908942E-33,1.5859032783183003E-6
2.6666666666666673E-4,-2.5142468079143075E-33,1.7749785364858907E-6
2.833333333333334E-4,-5.502416429559271E-33,1.985535216879593E-6
3.000000000000001E-4,1.5228506706020114E-32,2.206751143363838E-6
3.1666666666666676E-4,-6.022514738272717E-33,2.4232558786580235E-6
3.3333333333333343E-4,-3.237077207837063E-32,2.632194435313758E-6
3.500000000000001E-4,5.6126698625058E-32,2.831063419285493E-6
3.666666666666668E-4,1.4563206277433437E-32,3.013261274533021E-6
3.8333333333333345E-4,-1.5649967385898555E-31,3.187096132887249E-6
4.0000000000000013E-4,1.3567822463799852E-31,3.378633276011569E-6
4.166666666666668E-4,2.367038467682208E-31,3.5994566676357813E-6
4.333333333333335E-4,-5.563993865910198E-31,3.825326704677737E-6
4.5000000000000015E-4,-2.139396089740563E-32,4.024310512528599E-6
4.666666666666668E-4,1.2530414356181459E-30,4.196467519802317E-6
4.833333333333335E-4,-1.1246503298983441E-30,4.367849298797029E-6
5.000000000000001E-4,-1.256764738789315E-30,4.552575926916713E-6
5.166666666666668E-4,4.4148595559684515E-30,4.740553278243129E-6
5.333333333333335E-4,-5.5742848521460265E-30,4.921286099473014E-6
5.500000000000001E-4,-1.3590469330834986E-29,5.100947750796342E-6
5.666666666666668E-4,5.072589708476841E-29,5.288991850596801E-6
5.833333333333335E-4,5.57325899911298E-29,5.480554412606727E-6
6.000000000000002E-4,-2.7337642225128342E-28,5.662090464636029E-6
6.166666666666668E-4,-3.366837103960692E-28,5.827043921503998E-6
6.333333333333335E-4,1.1676378127612202E-27,5.979100036779044E-6
6.500000000000002E-4,2.1192267759140177E-27,6.1287299360135555E-6
6.666666666666669E-4,-3.862966362167099E-27,6.290416222069555E-6
6.833333333333335E-4,-1.1581649420572889E-26,6.470244264383424E-6
7.000000000000002E-4,7.617573658009017E-27,6.652750578873825E-6
7.166666666666669E-4,5.24823387455565E-26,6.814149183875025E-6
7.333333333333336E-4,1.2508214756487741E-26,6.950401442035132E-6
7.500000000000002E-4,-1.9068654976326096E-25,7.079053096757061E-6
7.666666666666669E-4,-2.140956569124164E-25,7.215003970927165E-6
7.833333333333336E-4,5.052555441849364E-25,7.358880702001027E-6
8.000000000000003E-4,1.2428479484747917E-24,7.507483930308625E-6
8.166666666666669E-4,-5.824549805771602E-25,7.659611765059423E-6
8.333333333333336E-4,-4.88214821523509E-24,7.808454158119304E-6
8.500000000000003E-4,-2.989181467453482E-24,7.94148806864071E-6
8.66666666666667E-4,1.3251127940029095E-23,8.054745974108488E-6
8.833333333333336E-4,2.4052018415287062E-23,8.159204086321122E-6
9.000000000000003E-4,-1.6956013995127116E-23,8.267944061003263E-6
9.16666666666667E-4,-9.64898472437432E-23,8.383738317976771E-6
9.333333333333336E-4,-5.560456036580813E-23,8.502225717469691E-6
9.500000000000003E-4,2.40404971685167E-22,8.619480870308438E-6
9.66666666666667E-4,4.560608005155708E-22,8.733042595380539E-6
9.833333333333337E-4,-2.0254155033675333E-22,8.840707938798646E-6
0.0010000000000000002,-1.6432125183328107E-21,8.939543291138113E-6
0.0010166666666666668,-1.3784943684603554E-21,9.024666238976769E-6
0.0010333333333333334,3.2582004714302287E-21,9.09459773611408E-6
0.00105,8.113657559650527E-21,9.160798317153332E-6
0.0010666666666666665,4.531292311299056E-22,9.241795375530033E-6
0.001083333333333333,-2.3026458495569004E-20,9.340771786374125E-6
0.0010999999999999996,-3.0059267760520337E-20,9.438647736939259E-6
0.0011166666666666662,2.7534544122272474E-20,9.516357487203427E-6
0.0011333333333333328,1.187036149053884E-19,9.572779824373493E-6
0.0011499999999999993,7.433066581182057E-20,9.615269888472014E-6
0.001166666666666666,-2.2824313564908393E-19,9.649645333307856E-6
0.0011833333333333325,-4.914015936650289E-19,9.687786877080905E-6
0.001199999999999999,-2.803942722828798E-20,9.744371003803625E-6
0.0012166666666666656,1.2486615319424788E-18,9.813637460722938E-6
0.0012333333333333322,1.7006741650723273E-18,9.868558728675366E-6
0.0012499999999999987,-9.584011846030458E-19,9.894913407968692E-6
0.0012666666666666653,-5.568584289974962E-18,9.908323537887219E-6
0.0012833333333333319,-5.003744644875369E-18,9.928338977376835E-6
0.0012999999999999984,7.140569852692898E-18,9.954354143241213E-6
0.001316666666666665,2.1917589766551782E-17,9.976408264372148E-6
0.0013333333333333316,1.2089660344986191E-17,9.991961639659837E-6
0.0013499999999999981,-3.680370973578067E-17,1.0001223270422488E-5
0.0013666666666666647,-7.877531415908028E-17,1.0000422498213414E-5
0.0013833333333333313,-1.861624412315321E-17,9.990940860206668E-6
0.0013999999999999978,1.6078019316888592E-16,9.983581430138621E-6
0.0014166666666666644,2.5901576062530957E-16,9.98290471899901E-6
0.001433333333333331,-2.5243062052006026E-17,9.977974329346582E-6
0.0014499999999999975,-6.232892692117584E-16,9.95968923775063E-6
0.001466666666666664,-7.651336415834538E-16,9.935363610946556E-6
0.0014833333333333306,3.7701429492360967E-16,9.912960321668097E-6
0.0014999999999999972,2.1580782533015384E-15,9.883935271516907E-6
0.0015166666666666638,1.9830241230104684E-15,9.838203178534345E-6
0.0015333333333333303,-2.0027336162392814E-15,9.784570658611484E-6
0.001549999999999997,-6.678119383209683E-15,9.738778426871179E-6
0.0015666666666666635,-4.420874905387944E-15,9.700419261840291E-6
0.00158333333333333,7.801779002272843E-15,9.657567474029353E-6
0.0015999999999999966,1.8640232473897466E-14,9.60578208123228E-6
0.0016166666666666632,8.412252953488845E-15,9.547482922572713E-6
0.0016333333333333297,-2.5204725579777617E-14,9.479991936141238E-6
0.0016499999999999963,-4.809084637589831E-14,9.399526539099442E-6
0.0016666666666666629,-1.3986642645055247E-14,9.312990944029233E-6
0.0016833333333333294,7.200790669430044E-14,9.23262124534178E-6
0.001699999999999996,1.1945578767458647E-13,9.160594195669422E-6
0.0017166666666666626,2.2469044598040024E-14,9.088139572429931E-6
0.0017333333333333291,-1.9244315068902667E-13,9.006793298563919E-6
0.0017499999999999957,-2.984685600402226E-13,8.91299638606931E-6
0.0017666666666666623,-4.1247952013104126E-14,8.8067690460639E-6
0.0017833333333333288,5.052045952701906E-13,8.693683138213532E-6
0.0017999999999999954,7.657325656361406E-13,8.5830222719414E-6
0.001816666666666662,8.933116605871869E-14,8.477655896080733E-6
0.0018333333333333285,-1.3284381753454298E-12,8.371043535886849E-6
0.001849999999999995,-1.9802966666571335E-12,8.257784221075498E-6
0.0018666666666666617,-1.8885015417540445E-13,8.139650574018969E-6
0.0018833333333333282,3.4481021700658574E-12,8.018156853782441E-6
0.0018999999999999948,4.983296909023025E-12,7.889551984732679E-6
0.0019166666666666614,3.4214180923946635E-13,7.75134817825067E-6
0.001933333333333328,-8.52676175918492E-12,7.60792180371907E-6
0.0019499999999999945,-1.1777969309547509E-11,7.466320985548279E-6
0.0019666666666666613,-4.111226115813661E-13,7.329106534439871E-6
0.001983333333333328,1.9678487595116642E-11,7.191227726250778E-6
0.0019999999999999944,2.5803569921761913E-11,7.042215257204549E-6
0.002016666666666661,8.69647543943374E-14,6.874547283378776E-6
0.0020333333333333275,-4.172299017684585E-11,6.69275303723154E-6
0.002049999999999994,-5.1659299851142906E-11,6.510738880060102E-6
0.0020666666666666607,2.538711951052958E-12,6.3371568727148606E-6
0.0020833333333333272,8.393290120964349E-11,6.166851089064596E-6
0.002099999999999994,9.879964775428294E-11,5.988799057582155E-6
0.0021166666666666604,-7.418076875556705E-12,5.797999426081405E-6
0.002133333333333327,-1.580380259899323E-10,5.596777915757485E-6
0.0021499999999999935,-1.8056296321983292E-10,5.388637572763453E-6
0.00216666666666666,1.8626090099152705E-11,5.174751283370254E-6
0.0021833333333333266,3.023570354036518E-10,4.954805875856819E-6
0.002199999999999993,3.71019535930847E-10,4.729102251918503E-6
0.0022166666666666598,5.150853889032799E-11,4.500827259940447E-6
0.0022333333333333263,-4.5582711297532965E-10,4.275913275593687E-6
0.002249999999999993,-6.663794029047333E-10,4.057025585164259E-6
0.0022666666666666595,-2.3239833125209561E-10,3.837401664441096E-6
0.002283333333333326,6.708576283974021E-10,3.6059948570909054E-6
0.0022999999999999926,1.3947152555641793E-9,3.3604516913537206E-6
0.002316666666666659,1.319876434488378E-9,3.1093486292958963E-6
0.0023333333333333257,3.9056400971589755E-10,2.860142657445897E-6
0.0023499999999999923,-7.825277971288127E-10,2.6124153576932472E-6
0.002366666666666659,-1.3087538120776393E-9,2.364977529306087E-6
0.0023833333333333254,-5.34577353426789E-10,2.12011527573484E-6
0.002399999999999992,1.671596701420296E-9,1.8770555154695621E-6
0.0024166666666666585,4.897958492908582E-9,1.6307532462511012E-6
0.002433333333333325,8.271909998080043E-9,1.3812392759846604E-6
0.0024499999999999917,1.0681950983651265E-8,1.1344563001268963E-6
0.0024666666666666582,1.1386702061481975E-8,8.89983924152723E-7
0.002483333333333325,1.0960340971700723E-8,6.390647316291571E-7
0.0024999999999999914,1.184132607258259E-8,3.8035031386657496E-7
0.002516666666666658,1.7571262985968903E-8,1.2653837648491268E-7
0.0025333333333333245,3.077937155949431E-8,-1.1232742090570356E-7
0.002549999999999991,5.143449005379253E-8,-3.4308648383866546E-7
0.0025666666666666576,7.722865946673096E-8,-5.786614615475274E-7
0.002583333333333324,1.0630713445302908E-7,-8.202457209750299E-7
0.0025999999999999908,1.4013487395033533E-7,-1.0591659219732346E-6
0.0026166666666666573,1.8355363645811317E-7,-1.2914714551221986E-6
0.002633333333333324,2.4123956140832166E-7,-1.5209207754919588E-6
0.0026499999999999905,3.131596899750582E-7,-1.7485785263215993E-6
0.002666666666666657,3.930183879143814E-7,-1.967994222444426E-6
0.0026833333333333236,4.7145605926337003E-7,-2.1733120727758506E-6
0.00269999999999999,5.417286986836513E-7,-2.367100975680819E-6
0.0027166666666666567,6.034443475256741E-7,-2.5565975922376245E-6
0.0027333333333333233,6.61660264932352E-7,-2.744623419903089E-6
0.00274999999999999,7.22591132838225E-7,-2.927709917944982E-6
0.0027666666666666564,7.896682226226904E-7,-3.1026269933979443E-6
0.002783333333333323,8.626391179224564E-7,-3.27135643074012E-6
0.0027999999999999896,9.392329432114246E-7,-3.4374837002672316E-6
0.002816666666666656,1.016921476491285E-6,-3.5986626383318202E-6
0.0028333333333333227,1.0932117779827797E-6,-3.7459719650561444E-6
0.0028499999999999893,1.165265471180275E-6,-3.87388439987902E-6
0.002866666666666656,1.230601450813788E-6,-3.9906076819595416E-6
0.0028833333333333224,1.2891158175802611E-6,-4.114634865772893E-6
0.002899999999999989,1.3444768627409653E-6,-4.2580994328350165E-6
0.0029166666666666555,1.4027980877969738E-6,-4.415134094439671E-6
0.002933333333333322,1.468855304807719E-6,-4.569641411854514E-6
0.0029499999999999887,1.542661302982069E-6,-4.713652739236723E-6
0.0029666666666666552,1.619237314804072E-6,-4.854513514318813E-6
0.002983333333333322,1.6917613130120518E-6,-5.0040006400697765E-6
0.0029999999999999884,1.755511982575123E-6,-5.165072928118578E-6
0.003016666666666655,1.8097699117873028E-6,-5.3323773102794176E-6
0.0030333333333333215,1.8570372941136175E-6,-5.5026169596992145E-6
0.003049999999999988,1.9011401595651071E-6,-5.679113062598074E-6
0.0030666666666666546,1.945896392393963E-6,-5.865403775094899E-6
0.003083333333333321,1.994500829730271E-6,-6.058190956502885E-6
0.0030999999999999877,2.0487487463614455E-6,-6.24949373475634E-6
0.0031166666666666543,2.1079061051368693E-6,-6.434753753774715E-6
0.003133333333333321,2.1683464123678222E-6,-6.61664493290237E-6
0.0031499999999999874,2.2250615448242375E-6,-6.801031726831608E-6
0.003166666666666654,2.274478149825552E-6,-6.990667487071737E-6
0.0031833333333333206,2.316462597213571E-6,-7.182303313057727E-6
0.003199999999999987,2.3538500425358333E-6,-7.367696379026484E-6
0.0032166666666666537,2.3900252024795173E-6,-7.537528136006149E-6
0.0032333333333333203,2.4268028545806082E-6,-7.687443757916302E-6
0.003249999999999987,2.464335680374119E-6,-7.821973254070189E-6
0.0032666666666666534,2.502602469939292E-6,-7.950991422123981E-6
0.00328333333333332,2.542490054103469E-6,-8.081012248034842E-6
0.0032999999999999865,2.585122177288851E-6,-8.210369583612572E-6
0.003316666666666653,2.6301303583227448E-6,-8.33212689413693E-6
0.0033333333333333197,2.6748147936549127E-6,-8.439678097826989E-6
0.0033499999999999862,2.715329132373921E-6,-8.530457863302963E-6
0.003366666666666653,2.749038746031581E-6,-8.607710003972057E-6
0.0033833333333333194,2.776083727164978E-6,-8.679139596674453E-6
0.003399999999999986,2.7989681534026128E-6,-8.751178880015257E-6
0.0034166666666666525,2.8207766825660887E-6,-8.824403334727319E-6
0.003433333333333319,2.8436041412853034E-6,-8.896280620498184E-6
0.0034499999999999856,2.8681902426719892E-6,-8.965900297359718E-6
