% Model,transient_real_pressure.mph
% Version,COMSOL 6.3.0.290
% Date,"Mar 20 2025, 18:30"
% Table,探针表 1 - 
% 时间 (s),"总声压 (Pa), 点探针 1","总声压 (Pa), 点探针 2"
0,4.076894333463408E-41,4.2685553972440385E-14
1.6666666666666667E-5,6.055445302982936E-40,1.8548146949180355E-8
3.3333333333333335E-5,-2.794242528172912E-39,2.8914565010563197E-8
5.0E-5,1.24507173412351E-38,2.6212917106129527E-8
6.666666666666667E-5,-9.37566760192323E-38,6.369070868397752E-9
8.333333333333334E-5,6.964036615489193E-37,-2.4834076197468824E-8
1.0000000000000002E-4,-3.554901051803367E-36,-4.073708128697495E-8
1.1666666666666669E-4,1.2737598780656323E-35,-5.3551885153503425E-9
1.3333333333333337E-4,-3.1963392837372667E-35,1.0043129932355902E-7
1.5000000000000004E-4,4.936398751739647E-35,2.6554067846869854E-7
1.6666666666666672E-4,-8.705101693616893E-36,4.597399331029753E-7
1.833333333333334E-4,-1.7933161773060085E-34,6.592366098008015E-7
2.0000000000000006E-4,4.685501007305584E-34,8.57931745053951E-7
2.1666666666666674E-4,-3.811124711136443E-34,1.0514072567132437E-6
2.333333333333334E-4,-8.335051292039018E-34,1.2281282664010627E-6
2.5000000000000006E-4,2.7710031848433236E-33,1.389057079091328E-6
2.6666666666666673E-4,-2.127298313468559E-33,1.5551160410231121E-6
2.833333333333334E-4,-4.83819161351385E-33,1.740130325653379E-6
3.000000000000001E-4,1.3128065197998834E-32,1.9346491506044388E-6
3.1666666666666676E-4,-5.0134436945313137E-33,2.125242907211984E-6
3.3333333333333343E-4,-2.801709808522758E-32,2.3094325649715974E-6
3.500000000000001E-4,4.8320468123226555E-32,2.485045974746286E-6
3.666666666666668E-4,1.2538016412035722E-32,2.646324098940326E-6
3.8333333333333345E-4,-1.3555960840012937E-31,2.8005523662309847E-6
4.0000000000000013E-4,1.1890289925933528E-31,2.970552931709768E-6
4.166666666666668E-4,2.064139239667644E-31,3.1664782135855015E-6
4.333333333333335E-4,-4.911445800259158E-31,3.3671373985408355E-6
4.5000000000000015E-4,-2.403086922994873E-32,3.5446084044966187E-6
4.666666666666668E-4,1.1297457133792675E-30,3.698960026130696E-6
4.833333333333335E-4,-9.516470168657056E-31,3.8530017376976655E-6
5.000000000000001E-4,-1.2687173560143916E-30,4.0191026928018465E-6
5.166666666666668E-4,3.706938198923184E-30,4.188445597784953E-6
5.333333333333335E-4,-4.1888917514515844E-30,4.351862347930959E-6
5.500000000000001E-4,-1.1162735840894197E-29,4.5147691534186145E-6
5.666666666666668E-4,4.1961423929256174E-29,4.6854522096745135E-6
5.833333333333335E-4,4.555356518758864E-29,4.85967035106678E-6
6.000000000000002E-4,-2.315682277154543E-28,5.025586687456546E-6
6.166666666666668E-4,-2.8152506424701706E-28,5.177478579672371E-6
