% Model,transient_real_pressure.mph
% Version,COMSOL 6.3.0.290
% Date,"Mar 20 2025, 19:04"
% Table,探针表 1 - 
% 时间 (s),"总声压 (Pa), 点探针 1","总声压 (Pa), 点探针 2"
0,5.241721250468791E-41,5.488142653599472E-14
1.6666666666666667E-5,6.1081873395605616E-40,2.3847332858655644E-8
3.3333333333333335E-5,-3.031051035678471E-39,3.717028904028489E-8
5.0E-5,1.5569482956841298E-38,3.368338542889523E-8
6.666666666666667E-5,-1.231711082097438E-37,8.149412437583816E-9
8.333333333333334E-5,8.941563969581303E-37,-3.199107513665354E-8
1.0000000000000002E-4,-4.524299639083482E-36,-5.245313224516935E-8
1.1666666666666669E-4,1.6228587275008695E-35,-6.966657217561379E-9
1.3333333333333337E-4,-4.094313874443854E-35,1.2904069647378564E-7
1.5000000000000004E-4,6.38036733235638E-35,3.4129135385846153E-7
1.6666666666666672E-4,-1.2834401186659474E-35,5.908681748519502E-7
1.833333333333334E-4,-2.281802579431025E-34,8.471264105224351E-7
2.0000000000000006E-4,6.04612231984398E-34,1.1021684779978574E-6
2.1666666666666674E-4,-5.0448979911656445E-34,1.350258254962772E-6
2.333333333333334E-4,-1.0556882827129385E-33,1.5765111578843439E-6
2.5000000000000006E-4,3.590187021148543E-33,1.782115078272072E-6
2.6666666666666673E-4,-2.8286639633013065E-33,1.9939252402367874E-6
2.833333333333334E-4,-6.190307630721034E-33,2.2296708473309953E-6
3.000000000000001E-4,1.7132609132771434E-32,2.477150064721834E-6
3.1666666666666676E-4,-6.775821813710401E-33,2.7190430054482183E-6
3.3333333333333343E-4,-3.6417947075487125E-32,2.952110367749168E-6
3.500000000000001E-4,6.314487391144599E-32,3.173509572275791E-6
3.666666666666668E-4,1.6382918954810832E-32,3.375789133634195E-6
3.8333333333333345E-4,-1.7606726380205673E-31,3.5682732455497363E-6
4.0000000000000013E-4,1.5264556884597747E-31,3.780264115258211E-6
4.166666666666668E-4,2.6629651825240946E-31,4.024770491878827E-6
4.333333333333335E-4,-6.259731284151988E-31,4.274496223306334E-6
4.5000000000000015E-4,-2.405731954966143E-32,4.493489824642724E-6
4.666666666666668E-4,1.4097187222313164E-30,4.68179473679469E-6
4.833333333333335E-4,-1.2652904968779429E-30,4.868699235681267E-6
5.000000000000001E-4,-1.4139038761998701E-30,5.070069161119807E-6
5.166666666666668E-4,4.966828281696574E-30,5.274528062059383E-6
5.333333333333335E-4,-6.271254627597349E-30,5.470248084377059E-6
5.500000000000001E-4,-1.5289083849765774E-29,5.664154740887885E-6
5.666666666666668E-4,5.706847765665384E-29,5.866864314141168E-6
5.833333333333335E-4,6.269654900094823E-29,6.072885122385057E-6
