% Model,transient_real_pressure.mph
% Version,COMSOL 6.3.0.290
% Date,"Mar 20 2025, 17:12"
% Table,探针表 1 - 
% 时间 (s),"总声压 (Pa), 点探针 1","总声压 (Pa), 点探针 2"
0,1.1648269705180205E-41,1.2195872563554392E-14
1.6666666666666667E-5,2.5627503622965384E-40,5.299559509998069E-9
3.3333333333333335E-5,-1.0698507142496264E-39,8.26304823929892E-9
5.0E-5,3.7508035624934106E-39,7.495323834661013E-9
6.666666666666667E-5,-2.546981204587016E-38,1.8320504807746215E-9
8.333333333333334E-5,1.9994920918873833E-37,-7.076199864370669E-9
1.0000000000000002E-4,-1.0401569550819604E-36,-1.1615102067231734E-8
1.1666666666666669E-4,3.7157924437931804E-36,-1.5045407607794894E-9
1.3333333333333337E-4,-9.209378601825041E-36,2.8721418477766628E-8
1.5000000000000004E-4,1.3926025434888477E-35,7.590584753329925E-8
1.6666666666666672E-4,-1.6367816658209502E-36,1.3142516035923842E-7
1.833333333333334E-4,-5.244263912337862E-35,1.8849854781651596E-7
2.0000000000000006E-4,1.3267675302648996E-34,2.454010070760614E-7
2.1666666666666674E-4,-1.014666161030358E-34,3.00887715424354E-7
2.333333333333334E-4,-2.4601716833814626E-34,3.5167998664793747E-7
2.5000000000000006E-4,7.772746852245686E-34,3.98068348276222E-7
2.6666666666666673E-4,-5.6064074130388656E-34,4.460448715488738E-7
2.833333333333334E-4,-1.3954494464387014E-33,4.995742671054362E-7
3.000000000000001E-4,3.6217779441202324E-33,5.55972547342543E-7
3.1666666666666676E-4,-1.272852637881974E-33,6.114197531097788E-7
3.3333333333333343E-4,-7.800008282332519E-33,6.652243538190493E-7
3.500000000000001E-4,1.33140624407605E-32,7.167819215683893E-7
3.666666666666668E-4,3.435628391576301E-33,7.644624314693664E-7
3.8333333333333345E-4,-3.791300617597403E-32,8.103616428721062E-7
4.0000000000000013E-4,3.4114344592544606E-32,8.610138057762089E-7
4.166666666666668E-4,5.882957596649923E-32,9.193345589482657E-7
4.333333333333335E-4,-1.4309904012452086E-31,9.79286485650506E-7
4.5000000000000015E-4,-1.1626618974849511E-32,1.0329093561729401E-6
4.666666666666668E-4,3.4394182301545386E-31,1.0802384054414015E-6
4.833333333333335E-4,-2.4557142013492655E-31,1.127804233209682E-6
5.000000000000001E-4,-4.683803303423094E-31,1.1791543949662637E-6
5.166666666666668E-4,9.38676694352444E-31,1.2317841506613035E-6
5.333333333333335E-4,-7.730554836588727E-31,1.2830888186577812E-6
5.500000000000001E-4,-2.6563942700872956E-30,1.3346301907450287E-6
5.666666666666668E-4,1.0531291543619913E-29,1.3887899983855028E-6
5.833333333333335E-4,1.0780088929732086E-29,1.4443713476442059E-6
6.000000000000002E-4,-6.169314056665725E-29,1.4980074163533643E-6
6.166666666666668E-4,-7.170895308240799E-29,1.548077597986962E-6
6.333333333333335E-4,2.730378387419402E-28,1.5955199437586557E-6
6.500000000000002E-4,4.834154385617002E-28,1.642967659931039E-6
6.666666666666669E-4,-9.155220541918592E-28,1.6940565723526944E-6
6.833333333333335E-4,-2.726439106148336E-27,1.7503243709399877E-6
7.000000000000002E-4,1.7827761052474344E-27,1.8079232766847199E-6
7.166666666666669E-4,1.2496750501798726E-26,1.860925123198623E-6
7.333333333333336E-4,3.323912007618534E-27,1.908336497501973E-6
7.500000000000002E-4,-4.5351663158478637E-26,1.9545575654083E-6
7.666666666666669E-4,-5.304824570467978E-26,2.0033261819817666E-6
7.833333333333336E-4,1.181689577923552E-25,2.0548125727493612E-6
8.000000000000003E-4,3.035135960503279E-25,2.1082312513308786E-6
8.166666666666669E-4,-1.216660596590265E-25,2.1632965714949227E-6
8.333333333333336E-4,-1.1752098484693268E-24,2.218321156679925E-6
8.500000000000003E-4,-7.9145846099873575E-25,2.2701890020451566E-6
8.66666666666667E-4,3.113160791336095E-24,2.317921385394114E-6
8.833333333333336E-4,5.963614197865471E-24,2.364273529086919E-6
9.000000000000003E-4,-3.6140825267852556E-24,2.412526086692595E-6
9.16666666666667E-4,-2.3262094531813836E-23,2.463382769517108E-6
9.333333333333336E-4,-1.4983532383303018E-23,2.5157645749560306E-6
9.500000000000003E-4,5.595972249608984E-23,2.568701696816046E-6
9.66666666666667E-4,1.1243753115746264E-22,2.6215902358535596E-6
9.833333333333337E-4,-3.909908844824329E-23,2.67389044687552E-6
0.0010000000000000002,-3.906678503460247E-22,2.724879286154369E-6
0.0010166666666666668,-3.554623901159545E-22,2.7733455671210063E-6
0.0010333333333333334,7.350232127424798E-22,2.8189275320236646E-6
0.00105,1.9561043181619164E-21,2.8644967957492097E-6
0.0010666666666666665,2.6874281213514193E-22,2.9146913010022577E-6
0.001083333333333333,-5.317984593707818E-21,2.9703142711104137E-6
0.0010999999999999996,-7.404850354057467E-21,3.026604983632978E-6
0.0011166666666666662,5.684022183432803E-21,3.078806115282473E-6
0.0011333333333333328,2.771987971148155E-20,3.126644460716453E-6
0.0011499999999999993,1.951554296365999E-20,3.1719637137329993E-6
0.001166666666666666,-5.006121915090937E-20,3.2162217299867288E-6
0.0011833333333333325,-1.1607282813626392E-19,3.2623913066545124E-6
0.001199999999999999,-1.7693627982510975E-20,3.3141445457056893E-6
0.0012166666666666656,2.787137447011816E-19,3.370046124363732E-6
0.0012333333333333322,4.089376607009832E-19,3.4233450954823905E-6
0.0012499999999999987,-1.7111266395617323E-19,3.470490625248648E-6
0.0012666666666666653,-1.254411418293709E-18,3.5153899091173763E-6
0.0012833333333333319,-1.2414470510164018E-18,3.5629307317582707E-6
0.0012999999999999984,1.4379348021456794E-18,3.612962571168395E-6
0.001316666666666665,4.969587581554767E-18,3.662996671329353E-6
0.0013333333333333316,3.1995558149581726E-18,3.7123991490486222E-6
0.0013499999999999981,-7.652405380406104E-18,3.761222605298231E-6
0.0013666666666666647,-1.796357304450606E-17,3.808524034019087E-6
0.0013833333333333313,-6.1076763593289785E-18,3.854647448224013E-6
0.0013999999999999978,3.385622555117298E-17,3.902291362964995E-6
0.0014166666666666644,5.949693393494728E-17,3.952593800560529E-6
0.001433333333333331,1.8470541070137655E-18,4.002819151737346E-6
0.0014499999999999975,-1.3195654205150783E-16,4.050690219196333E-6
0.001466666666666664,-1.7810860361458044E-16,4.098032278126363E-6
0.0014833333333333306,5.623322752114675E-17,4.146832100334231E-6
0.0014999999999999972,4.582512458971803E-16,4.1949497908558165E-6
0.0015166666666666638,4.739238520622361E-16,4.23985947751123E-6
0.0015333333333333303,-3.485521948582411E-16,4.283756655768071E-6
0.001549999999999997,-1.4227843502430283E-15,4.330569544400971E-6
0.0015666666666666635,-1.1112587676815692E-15,4.380190023025627E-6
0.00158333333333333,1.4217675369485246E-15,4.429630959046777E-6
0.0015999999999999966,3.990583302793773E-15,4.477775936131157E-6
0.0016166666666666632,2.3194841668421567E-15,4.525222953082886E-6
0.0016333333333333297,-4.6772729787808705E-15,4.571294971197964E-6
0.0016499999999999963,-1.0353321882084547E-14,4.6150378227838376E-6
0.0016666666666666629,-4.50618884669875E-15,4.658167459568504E-6
0.0016833333333333294,1.3452311679881096E-14,4.703731938822177E-6
0.001699999999999996,2.5808931704674312E-14,4.752265199925192E-6
0.0017166666666666626,8.909033980933108E-15,4.801565710864245E-6
0.0017333333333333291,-3.5968077414094486E-14,4.849508660140966E-6
0.0017499999999999957,-6.438846836269674E-14,4.895194165393818E-6
0.0017666666666666623,-1.9432564098320703E-14,4.938615129691778E-6
0.0017833333333333288,9.412104377900961E-14,4.9811509962268815E-6
0.0017999999999999954,1.6416638515817748E-13,5.025109292129744E-6
0.001816666666666662,4.622023272758305E-14,5.071195039648396E-6
0.0018333333333333285,-2.4624967965776997E-13,5.117760761473334E-6
0.001849999999999995,-4.216678319146448E-13,5.163442060867677E-6
0.0018666666666666617,-1.1046459462135998E-13,5.2086665178294555E-6
0.0018833333333333282,6.350187395492184E-13,5.25379840807011E-6
0.0018999999999999948,1.056156830671058E-12,5.2978882356755565E-6
0.0019166666666666614,2.54551190200911E-13,5.340301840026641E-6
0.001933333333333328,-1.5546228412616443E-12,5.382115801610664E-6
0.0019499999999999945,-2.488953630851493E-12,5.42506857948371E-6
0.0019666666666666613,-5.467471375639183E-13,5.469776353866391E-6
0.001983333333333328,3.5255712867158023E-12,5.5149591730370235E-6
0.0019999999999999944,5.41902986640083E-12,5.55799016909719E-6
0.002016666666666661,1.109013602759429E-12,5.596979457783744E-6
