% Model,transient_real_pressure.mph
% Version,COMSOL 6.3.0.290
% Date,"Mar 20 2025, 18:47"
% Table,探针表 1 - 
% 时间 (s),"总声压 (Pa), 点探针 1","总声压 (Pa), 点探针 2"
0,4.659307788986932E-41,4.8783490254217556E-14
1.6666666666666667E-5,5.94382430490156E-40,2.119776362431182E-8
3.3333333333333335E-5,-2.8673127505442755E-39,3.304289201179463E-8
5.0E-5,1.397688913576192E-38,2.9949728940529886E-8
6.666666666666667E-5,-1.0868172803295275E-37,7.262522738403319E-9
8.333333333333334E-5,7.951328775119264E-37,-2.8407451485377052E-8
1.0000000000000002E-4,-4.035594664379553E-36,-4.658871072509184E-8
1.1666666666666669E-4,1.4470467451892633E-35,-6.154159173963565E-9
1.3333333333333337E-4,-3.644032367252526E-35,1.1474306822129795E-7
1.5000000000000004E-4,5.661237081941135E-35,3.034258043050225E-7
1.6666666666666672E-4,-1.0908865279413337E-35,5.253228126649038E-7
1.833333333333334E-4,-2.0355583543891223E-34,7.532200243109436E-7
2.0000000000000006E-4,5.367703626492454E-34,9.801238258422672E-7
2.1666666666666674E-4,-4.440167362248159E-34,1.200961738534644E-6
2.333333333333334E-4,-9.432842769251806E-34,1.4025285011367438E-6
2.5000000000000006E-4,3.182928772765189E-33,1.5859032783183035E-6
2.6666666666666673E-4,-2.4857424759223038E-33,1.7749785364858907E-6
2.833333333333334E-4,-5.5119621260847104E-33,1.985535216879594E-6
3.000000000000001E-4,1.5151486369378005E-32,2.206751143363838E-6
3.1666666666666676E-4,-5.9211808212231294E-33,2.4232558786580235E-6
3.3333333333333343E-4,-3.2250965832035893E-32,2.632194435313755E-6
3.500000000000001E-4,5.581430537795123E-32,2.8310634192854906E-6
3.666666666666668E-4,1.448440977047488E-32,3.0132612745330183E-6
3.8333333333333345E-4,-1.5595075426904946E-31,3.187096132887249E-6
4.0000000000000013E-4,1.3574916072228509E-31,3.378633276011569E-6
4.166666666666668E-4,2.3639170665684132E-31,3.5994566676357813E-6
4.333333333333335E-4,-5.5809067233416885E-31,3.8253267046777305E-6
4.5000000000000015E-4,-2.331626712332078E-32,4.0243105125285974E-6
4.666666666666668E-4,1.2661871362975674E-30,4.1964675198023155E-6
4.833333333333335E-4,-1.1125852439483298E-30,4.367849298797027E-6
