% Model,transient_real_pressure.mph
% Version,COMSOL 6.3.0.290
% Date,"Mar 20 2025, 17:18"
% Table,探针表 1 - 
% 时间 (s),"总声压 (Pa), 点探针 1","总声压 (Pa), 点探针 2"
0,1.1648269524181784E-41,1.2195872563554392E-14
1.6666666666666667E-5,1.7301282853324262E-40,5.299559509998069E-9
3.3333333333333335E-5,-7.983565994163224E-40,8.26304823929892E-9
5.0E-5,3.557342656942044E-39,7.495323834661013E-9
6.666666666666667E-5,-2.6787285562395973E-38,1.8320504807746215E-9
8.333333333333334E-5,1.9896830758100765E-37,-7.076199864370669E-9
1.0000000000000002E-4,-1.0156562764869123E-36,-1.1615102067231734E-8
1.1666666666666669E-4,3.639171906292659E-36,-1.5045407607794894E-9
1.3333333333333337E-4,-9.131929980856189E-36,2.8721418477766628E-8
1.5000000000000004E-4,1.4102994769894335E-35,7.590584753329927E-8
1.6666666666666672E-4,-2.486242983475389E-36,1.3142516035923842E-7
1.833333333333334E-4,-5.123564225141852E-35,1.88498547816516E-7
2.0000000000000006E-4,1.3386244216485418E-34,2.4540100707606177E-7
2.1666666666666674E-4,-1.0887628676267644E-34,3.00887715424354E-7
2.333333333333334E-4,-2.38137929565752E-34,3.5167998664793747E-7
2.5000000000000006E-4,7.916577484273698E-34,3.98068348276222E-7
2.6666666666666673E-4,-6.077210939803485E-34,4.460448715488736E-7
2.833333333333334E-4,-1.3822859952775963E-33,4.995742671054362E-7
3.000000000000001E-4,3.750562335871631E-33,5.559725473425436E-7
3.1666666666666676E-4,-1.4321326118344722E-33,6.114197531097781E-7
3.3333333333333343E-4,-8.004400545892002E-33,6.652243538190491E-7
3.500000000000001E-4,1.3804501733847652E-32,7.167819215683893E-7
3.666666666666668E-4,3.5826882249914066E-33,7.644624314693665E-7
3.8333333333333345E-4,-3.8728362446478097E-32,8.103616428721061E-7
4.0000000000000013E-4,3.3967817856449795E-32,8.610138057762089E-7
4.166666666666668E-4,5.897277862536958E-32,9.193345589482665E-7
4.333333333333335E-4,-1.403128833049132E-31,9.79286485650506E-7
4.5000000000000015E-4,-6.872700948214219E-33,1.03290935617294E-6
4.666666666666668E-4,3.2275567409948547E-31,1.080238405441401E-6
4.833333333333335E-4,-2.7186340764461035E-31,1.12780423320968E-6
5.000000000000001E-4,-3.6245927424418926E-31,1.1791543949662637E-6
5.166666666666668E-4,1.0590561447014774E-30,1.231784150661304E-6
5.333333333333335E-4,-1.1967429540579683E-30,1.2830888186577837E-6
5.500000000000001E-4,-3.189458508228195E-30,1.334630190745029E-6
5.666666666666668E-4,1.1987991337265534E-29,1.3887899983855024E-6
5.833333333333335E-4,1.3016835042274953E-29,1.4443713476442048E-6
6.000000000000002E-4,-6.615552427934237E-29,1.4980074163533634E-6
6.166666666666668E-4,-8.044266325158846E-29,1.548077597986963E-6
6.333333333333335E-4,2.8556061999706437E-28,1.5955199437586572E-6
6.500000000000002E-4,5.155896602226658E-28,1.6429676599310405E-6
6.666666666666669E-4,-9.48474925909334E-28,1.6940565723526944E-6
6.833333333333335E-4,-2.842660875182997E-27,1.7503243709399873E-6
7.000000000000002E-4,1.8615323900386176E-27,1.8079232766847188E-6
7.166666666666669E-4,1.2923530521083407E-26,1.8609251231986227E-6
7.333333333333336E-4,3.2024827687342813E-27,1.9083364975019726E-6
7.500000000000002E-4,-4.693426069651569E-26,1.954557565408301E-6
7.666666666666669E-4,-5.341392212463893E-26,2.0033261819817675E-6
7.833333333333336E-4,1.237116546406952E-25,2.0548125727493612E-6
8.000000000000003E-4,3.0856394118898934E-25,2.108231251330875E-6
8.166666666666669E-4,-1.3788010576003955E-25,2.1632965714949184E-6
8.333333333333336E-4,-1.2065661115369821E-24,2.218321156679924E-6
8.500000000000003E-4,-7.621098473839723E-25,2.270189002045165E-6
8.66666666666667E-4,3.2502462765117112E-24,2.3179213853941315E-6
8.833333333333336E-4,6.000921114927591E-24,2.3642735290869284E-6
9.000000000000003E-4,-4.039892905454207E-24,2.4125260866925644E-6
9.16666666666667E-4,-2.386069539877103E-23,2.4633827695170485E-6
