% Model,transient_real_pressure.mph
% Version,COMSOL 6.3.0.290
% Date,"Mar 20 2025, 19:10"
% Table,探针表 1 - 
% 时间 (s),"总声压 (Pa), 点探针 1","总声压 (Pa), 点探针 2"
0,5.824134784715347E-41,6.097936281777194E-14
1.6666666666666667E-5,9.70701424240872E-40,2.649684872245174E-8
3.3333333333333335E-5,-4.34108747183089E-39,4.129663990225947E-8
5.0E-5,1.8048537789881672E-38,3.7413492713958496E-8
6.666666666666667E-5,-1.3227729296858453E-37,9.02892218637276E-9
8.333333333333334E-5,9.958852353350211E-37,-3.558622089802319E-8
1.0000000000000002E-4,-5.1087117336024246E-36,-5.8331928321534824E-8
1.1666666666666669E-4,1.8292788073782838E-35,-7.794342287068272E-9
1.3333333333333337E-4,-4.576236600588502E-35,1.4332246841036096E-7
1.5000000000000004E-4,7.030903945048131E-35,3.7913495894857056E-7
1.6666666666666672E-4,-1.1386606548640704E-35,6.563714447487718E-7
1.833333333333334E-4,-2.57719756843022E-34,9.409463076599027E-7
2.0000000000000006E-4,6.679787345681939E-34,1.2240475283815831E-6
2.1666666666666674E-4,-5.352720545178693E-34,1.4992649691538998E-6
2.333333333333334E-4,-1.2007996429024442E-33,1.7500247158521826E-6
2.5000000000000006E-4,3.941203553053164E-33,1.9776143072246944E-6
2.6666666666666673E-4,-2.9801679004644278E-33,2.2118435370261365E-6
2.833333333333334E-4,-6.930018638507209E-33,2.4723815502178014E-6
3.000000000000001E-4,1.859487000219343E-32,2.7456377092280775E-6
3.1666666666666676E-4,-6.958688216082586E-33,3.0123331674947122E-6
3.3333333333333343E-4,-3.977332977269697E-32,3.268835134065296E-6
3.500000000000001E-4,6.840546438551409E-32,3.5119531803906728E-6
3.666666666666668E-4,1.7732806778649523E-32,3.7333778686777393E-6
3.8333333333333345E-4,-1.9259689572611552E-31,3.943442345565107E-6
4.0000000000000013E-4,1.7005753471302315E-31,4.174679181063035E-6
4.166666666666668E-4,2.945083827314446E-31,4.441514771234094E-6
4.333333333333335E-4,-7.0524022658734824E-31,4.713588208535295E-6
4.5000000000000015E-4,-3.941906732596334E-32,4.9509211846213496E-6
4.666666666666668E-4,1.6411059990880987E-30,5.153534347232191E-6
4.833333333333335E-4,-1.3300308335818988E-30,5.353947315622632E-6
5.000000000000001E-4,-1.94863435733184E-30,5.569766660399769E-6
5.166666666666668E-4,5.1568446746340715E-30,5.7883282691131256E-6
5.333333333333335E-4,-5.435514196691685E-30,5.996466466401144E-6
5.500000000000001E-4,-1.531348307249801E-29,6.2018542809005816E-6
5.666666666666668E-4,5.803939449402227E-29,6.416266364421765E-6
5.833333333333335E-4,6.234709787091577E-29,6.633578989159945E-6
6.000000000000002E-4,-3.2490916287732286E-28,6.83681722198805E-6
6.166666666666668E-4,-3.912906635020844E-28,7.017746266834192E-6
6.333333333333335E-4,1.4112903121168303E-27,7.180939067443134E-6
6.500000000000002E-4,2.53716831916839E-27,7.339455903647243E-6
6.666666666666669E-4,-4.699257772310657E-27,7.511373226934217E-6
6.833333333333335E-4,-1.406557376472732E-26,7.704268522894744E-6
7.000000000000002E-4,9.2063642387512E-27,7.898779088802582E-6
7.166666666666669E-4,6.40790050520595E-26,8.065139521955895E-6
7.333333333333336E-4,1.616742674387042E-26,8.198276001767199E-6
7.500000000000002E-4,-2.3269473618545576E-25,8.320103902578339E-6
7.666666666666669E-4,-2.6663662658384487E-25,8.449234870426925E-6
7.833333333333336E-4,6.116754511723123E-25,8.58643825777219E-6
8.000000000000003E-4,1.536721772592864E-24,8.727699755668758E-6
8.166666666666669E-4,-6.691794625370584E-25,8.87150167872962E-6
8.333333333333336E-4,-5.994743565209794E-24,9.009316433376732E-6
8.500000000000003E-4,-3.848250440702243E-24,9.125477549892027E-6
8.66666666666667E-4,1.608327544517253E-23,9.21501897899825E-6
8.833333333333336E-4,2.996572201110895E-23,9.291661541490041E-6
9.000000000000003E-4,-1.967068325936038E-23,9.371761886385748E-6
9.16666666666667E-4,-1.185860259026564E-22,9.458790247924337E-6
9.333333333333336E-4,-7.222856768795104E-23,9.547299109073556E-6
9.500000000000003E-4,2.9053681553385104E-22,9.632386087271505E-6
9.66666666666667E-4,5.666447495856023E-22,9.710980713737049E-6
9.833333333333337E-4,-2.249048157293103E-22,9.780337725398411E-6
0.0010000000000000002,-2.005938758830154E-21,9.83680165040295E-6
0.0010166666666666668,-1.7513668780718366E-21,9.874285035305416E-6
0.0010333333333333334,3.879054301048317E-21,9.890960061009025E-6
0.00105,9.971243281634472E-21,9.901179123405853E-6
0.0010666666666666665,9.538209017508835E-22,9.928130505246128E-6
0.001083333333333333,-2.771564366484918E-20,9.975818743346846E-6
0.0010999999999999996,-3.73357134261623E-20,1.0020415950249425E-5
0.0011166666666666662,3.144646943280251E-20,1.003811328455673E-5
0.0011333333333333328,1.4362566499100323E-19,1.002753968654796E-5
0.0011499999999999993,9.537102622652414E-20,9.997927164400415E-6
0.001166666666666666,-2.6797805252833224E-19,9.956591301633297E-6
0.0011833333333333325,-5.978981638620257E-19,9.918429989116057E-6
0.001199999999999999,-6.220431544406168E-20,9.901835705613597E-6
0.0012166666666666656,1.4780609400887614E-18,9.899650669211264E-6
0.0012333333333333322,2.0877791333068237E-18,9.878130347815987E-6
0.0012499999999999987,-1.0251148993710192E-18,9.819542989964708E-6
0.0012666666666666653,-6.620353659411763E-18,9.743470484121815E-6
0.0012833333333333319,-6.2415285022054296E-18,9.674409401934982E-6
0.0012999999999999984,8.051320890302117E-18,9.611661121343985E-6
0.001316666666666665,2.6139666451047414E-17,9.54283207801278E-6
0.0013333333333333316,1.559837593208377E-17,9.46480692357331E-6
0.0013499999999999981,-4.2108659097786805E-17,9.377908917698059E-6
0.0013666666666666647,-9.421488510910488E-17,9.277489432305042E-6
0.0013833333333333313,-2.7079295643239214E-17,9.165343731185336E-6
0.0013999999999999978,1.8503299529588826E-16,9.055047149856141E-6
0.0014166666666666644,3.109174658155975E-16,8.95237184378712E-6
0.001433333333333331,-1.04706182628058E-17,8.843717493986443E-6
0.0014499999999999975,-7.191079194898678E-16,8.717779704264525E-6
0.001466666666666664,-9.246565482767842E-16,8.583777353855867E-6
0.0014833333333333306,3.736312032426224E-16,8.451742425149271E-6
0.0014999999999999972,2.4934283001630953E-15,8.311073093111855E-6
0.0015166666666666638,2.4288379385398384E-15,8.149243338528377E-6
0.0015333333333333303,-2.114146723667599E-15,7.977347183775842E-6
0.001549999999999997,-7.728704348174272E-15,7.81514885855115E-6
0.0015666666666666635,-5.558176549960582E-15,7.662225454423902E-6
0.00158333333333333,8.402656089820836E-15,7.503753589153734E-6
0.0015999999999999966,2.162487024111801E-14,7.334266930428038E-6
0.0016166666666666632,1.1112284674430374E-14,7.15687807084422E-6
0.0016333333333333297,-2.7367295070165892E-14,6.968329549808276E-6
0.0016499999999999963,-5.594667391969679E-14,6.763985772815096E-6
0.0016666666666666629,-2.01723764920868E-14,6.552572525992137E-6
0.0016833333333333294,7.842451253828396E-14,6.34948136954823E-6
0.001699999999999996,1.3921369001437292E-13,6.157527923933799E-6
