% Model,transient_real_pressure.mph
% Version,COMSOL 6.3.0.290
% Date,"Mar 20 2025, 19:08"
% Table,探针表 1 - 
% 时间 (s),"总声压 (Pa), 点探针 1","总声压 (Pa), 点探针 2"
0,5.824134813804381E-41,6.097936281777194E-14
1.6666666666666667E-5,1.1049618522488267E-39,2.649684872245174E-8
3.3333333333333335E-5,-4.780354884410515E-39,4.129663990225947E-8
5.0E-5,1.836548405631425E-38,3.7413492713958457E-8
6.666666666666667E-5,-1.3015518419053748E-37,9.028922186372708E-9
8.333333333333334E-5,9.973938204738755E-37,-3.558622089802326E-8
1.0000000000000002E-4,-5.147936052235778E-36,-5.833192832153496E-8
1.1666666666666669E-4,1.8415832106406566E-35,-7.794342287068437E-9
1.3333333333333337E-4,-4.588715123288277E-35,1.4332246841036086E-7
1.5000000000000004E-4,7.002602914031322E-35,3.7913495894857046E-7
1.6666666666666672E-4,-1.002338035369617E-35,6.563714447487718E-7
1.833333333333334E-4,-2.596637443166985E-34,9.409463076599028E-7
2.0000000000000006E-4,6.660891113265297E-34,1.2240475283815857E-6
2.1666666666666674E-4,-5.233655712265406E-34,1.4992649691539028E-6
2.333333333333334E-4,-1.2135256015023622E-33,1.7500247158521826E-6
2.5000000000000006E-4,3.918170433047473E-33,1.977614307224694E-6
2.6666666666666673E-4,-2.9043532051277347E-33,2.2118435370261365E-6
2.833333333333334E-4,-6.951657962851474E-33,2.472381550217802E-6
3.000000000000001E-4,1.8387743936182335E-32,2.7456377092280775E-6
3.1666666666666676E-4,-6.700851028187565E-33,3.0123331674947126E-6
3.3333333333333343E-4,-3.9445222888841787E-32,3.2688351340653026E-6
3.500000000000001E-4,6.761148445545554E-32,3.5119531803906728E-6
3.666666666666668E-4,1.7498434649707588E-32,3.733377868677741E-6
3.8333333333333345E-4,-1.912688259115972E-31,3.943442345565107E-6
4.0000000000000013E-4,1.7029067204366365E-31,4.1746791810630334E-6
4.166666666666668E-4,2.9421652721823726E-31,4.441514771234094E-6
4.333333333333335E-4,-7.097382688512157E-31,4.713588208535303E-6
4.5000000000000015E-4,-4.6817967267842603E-32,4.950921184621352E-6
4.666666666666668E-4,1.6753550694673283E-30,5.153534347232198E-6
4.833333333333335E-4,-1.2887079900977304E-30,5.353947315622634E-6
5.000000000000001E-4,-2.1201094406788134E-30,5.569766660399769E-6
5.166666666666668E-4,4.9666087695581066E-30,5.788328269113124E-6
5.333333333333335E-4,-4.748147126862948E-30,5.996466466401144E-6
5.500000000000001E-4,-1.4466080680613666E-29,6.201854280900587E-6
5.666666666666668E-4,5.566932707465682E-29,6.416266364421779E-6
5.833333333333335E-4,5.877150346304718E-29,6.633578989159945E-6
6.000000000000002E-4,-3.176233266751492E-28,6.83681722198805E-6
6.166666666666668E-4,-3.772617815602436E-28,7.017746266834196E-6
6.333333333333335E-4,1.3907670336286908E-27,7.180939067443152E-6
6.500000000000002E-4,2.485281079314369E-27,7.339455903647247E-6
6.666666666666669E-4,-4.645068013421518E-27,7.511373226934221E-6
6.833333333333335E-4,-1.387759992620632E-26,7.704268522894757E-6
7.000000000000002E-4,9.07638590245571E-27,7.898779088802582E-6
7.166666666666669E-4,6.338767453464585E-26,8.065139521955883E-6
7.333333333333336E-4,1.637096272932274E-26,8.198276001767199E-6
7.500000000000002E-4,-2.3012972970818132E-25,8.320103902578351E-6
7.666666666666669E-4,-2.6606563011787138E-25,8.449234870426927E-6
7.833333333333336E-4,6.026875432933529E-25,8.586438257772186E-6
8.000000000000003E-4,1.5286153674287588E-24,8.727699755668743E-6
8.166666666666669E-4,-6.428434840638842E-25,8.871501678729624E-6
8.333333333333336E-4,-5.9441898685269065E-24,9.009316433376753E-6
8.500000000000003E-4,-3.89624491001498E-24,9.125477549892027E-6
8.66666666666667E-4,1.5861707795016995E-23,9.215018978998214E-6
8.833333333333336E-4,2.990740944493723E-23,9.291661541490023E-6
9.000000000000003E-4,-1.8980474021607962E-23,9.371761886385799E-6
9.16666666666667E-4,-1.1762314917959485E-22,9.458790247924442E-6
9.333333333333336E-4,-7.341004261389959E-23,9.547299109073569E-6
9.500000000000003E-4,2.85938572001154E-22,9.632386087271291E-6
9.66666666666667E-4,5.6482972219022925E-22,9.71098071373674E-6
9.833333333333337E-4,-2.1218123006169275E-22,9.780337725398441E-6
0.0010000000000000002,-1.983507464397616E-21,9.836801650403659E-6
0.0010166666666666668,-1.763023441742056E-21,9.87428503530649E-6
0.0010333333333333334,3.791108482254515E-21,9.890960061009006E-6
0.00105,9.890302798316358E-21,9.901179123403265E-6
0.0010666666666666665,1.1241733987774573E-21,9.928130505242228E-6
0.001083333333333333,-2.723016866806567E-20,9.975818743347207E-6
0.0010999999999999996,-3.7208456577937304E-20,1.0020415950258897E-5
0.0011166666666666662,3.0128169536706233E-20,1.0038113284568966E-5
0.0011333333333333328,1.4145820382474747E-19,1.002753968654388E-5
0.0011499999999999993,9.63682098637153E-20,9.997927164369939E-6
0.001166666666666666,-2.602797480324146E-19,9.956591301603241E-6
0.0011833333333333325,-5.903607864314391E-19,9.918429989137487E-6
0.001199999999999999,-7.381975628524442E-20,9.901835705694646E-6
0.0012166666666666656,1.4412474063091227E-18,9.899650669268813E-6
0.0012333333333333322,2.0695053024220657E-18,9.878130347742258E-6
0.0012499999999999987,-9.503991611493838E-19,9.819542989779703E-6
0.0012666666666666653,-6.468645517520414E-18,9.743470484030898E-6
0.0012833333333333319,-6.229052929536029E-18,9.674409402148116E-6
0.0012999999999999984,7.672029982114736E-18,9.611661121762687E-6
0.001316666666666665,2.5577468199299534E-17,9.542832078128068E-6
0.0013333333333333316,1.5783983573031396E-17,9.464806922894701E-6
0.0013499999999999981,-4.04158862576787E-17,9.377908916591216E-6
0.0013666666666666647,-9.230371617881859E-17,9.277489432316662E-6
0.0013833333333333313,-2.8638568038262846E-17,9.1653437336211E-6
0.0013999999999999978,1.7810071392228448E-16,9.055047153036469E-6
0.0014166666666666644,3.050948571837959E-16,8.952371842610886E-6
0.001433333333333331,-1.659046347625436E-18,8.843717485507772E-6
0.0014499999999999975,-6.929972832349397E-16,8.717779695578078E-6
0.001466666666666664,-9.099745470579202E-16,8.58377735988465E-6
0.0014833333333333306,3.3242675412914184E-16,8.451742449984628E-6
0.0014999999999999972,2.4044667111488793E-15,8.311073112769904E-6
0.0015166666666666638,2.4039933066884712E-15,8.149243316783943E-6
0.0015333333333333303,-1.9489496787499646E-15,7.977347121538627E-6
0.001549999999999997,-7.45838187657588E-15,7.815148820138256E-6
0.0015666666666666635,-5.561600601369226E-15,7.66222551098057E-6
0.00158333333333333,7.82781660153047E-15,7.503753713846829E-6
0.0015999999999999966,2.08906422279326E-14,7.334266979316666E-6
0.0016166666666666632,1.1339408190997286E-14,7.156877929094635E-6
0.0016333333333333297,-2.5599997501104673E-14,6.968329312944091E-6
0.0016499999999999963,-5.4113765215252524E-14,6.763985710918178E-6
0.0016666666666666629,-2.1249971746069978E-14,6.552572777448253E-6
0.0016833333333333294,7.347075976233671E-14,6.3494816837170105E-6
0.001699999999999996,1.347585710549237E-13,6.157527841438618E-6
0.0017166666666666626,4.0296949315223835E-14,5.965841718873131E-6
0.0017333333333333291,-1.9640479475917644E-13,5.763936869026659E-6
0.0017499999999999957,-3.3633747378902567E-13,5.5474587560769976E-6
0.0017666666666666623,-8.534923485755693E-14,5.3165274019235645E-6
0.0017833333333333288,5.144087614709857E-13,5.078205072093722E-6
0.0017999999999999954,8.590605843445225E-13,4.844198043910151E-6
0.001816666666666662,2.0022906299984237E-13,4.618196338733235E-6
0.0018333333333333285,-1.3477969215396907E-12,4.392123284503058E-6
0.001849999999999995,-2.210940929918833E-12,4.159320016479037E-6
0.0018666666666666617,-4.708138841383597E-13,3.922092939607054E-6
0.0018833333333333282,3.482576002438681E-12,3.682432423475782E-6
0.0018999999999999948,5.545592951855826E-12,3.435757547132008E-6
0.0019166666666666614,1.0549310042358168E-12,3.179068152462733E-6
0.001933333333333328,-8.554154303959576E-12,2.917930301410189E-6
0.0019499999999999945,-1.3081527760768484E-11,2.6612303659580463E-6
0.0019666666666666613,-2.1602036503089925E-12,2.4122417069034736E-6
0.001983333333333328,1.9514098142225954E-11,2.1647432745141954E-6
0.0019999999999999944,2.8539026083119385E-11,1.9057672557562458E-6
0.002016666666666661,4.136875300136964E-12,1.6260359669641577E-6
0.0020333333333333275,-4.0574182994710903E-11,1.3313133997313753E-6
0.002049999999999994,-5.651984307082251E-11,1.0390566146333317E-6
0.0020666666666666607,-6.022283612569149E-12,7.601488092197306E-7
0.0020833333333333272,7.936052489331875E-11,4.882340949240159E-7
0.002099999999999994,1.0514094927575033E-10,2.0964611808623415E-7
0.0021166666666666604,8.29309979342934E-12,-8.175769115690595E-8
0.002133333333333327,-1.4462563056183508E-10,-3.8298621300703703E-7
0.0021499999999999935,-1.834720927749434E-10,-6.895922298849105E-7
0.00216666666666666,-4.6981324245134264E-12,-1.0000221956765014E-6
0.0021833333333333266,2.7143154869964963E-10,-1.3145418394766012E-6
0.002199999999999993,3.5674481923776523E-10,-1.6326369915904991E-6
0.0022166666666666598,7.273583808182687E-11,-1.950226521674683E-6
0.0022333333333333263,-4.0390324633975523E-10,-2.2598623060083784E-6
0.002249999999999993,-6.172667368050891E-10,-2.5582049084856806E-6
0.0022666666666666595,-2.3025593848831324E-10,-2.8536479403720426E-6
0.002283333333333326,6.056740723496421E-10,-3.159851507865559E-6
0.0022999999999999926,1.29052607147785E-9,-3.479573702280124E-6
0.002316666666666659,1.2416654500064978E-9,-3.8019797390680037E-6
0.0023333333333333257,3.9183892009335143E-10,-4.11775551246036E-6
0.0023499999999999923,-7.06519704219483E-10,-4.4274831792251876E-6
0.002366666666666659,-1.2242275095827874E-9,-4.732625682137246E-6
0.0023833333333333254,-5.268822936598833E-10,-5.030159512402553E-6
0.002399999999999992,1.5434458414527316E-9,-5.320838652516944E-6
0.0024166666666666585,4.61199031947581E-9,-5.610881387633751E-6
0.002433333333333325,7.82885637384386E-9,-5.900355110696851E-6
