% Model,transient_real_pressure.mph,
% Version,COMSOL 6.3.0.290,
% Date,"Mar 20 2025, 17:02",
% Table,探针�?1 - ,
% 时间 (s),"总声�?(Pa), 点探�?1","总声�?(Pa), 点探�?2"
0.022183333,-3.35E-06,-8.66E-06
0.0222,-3.30E-06,-8.88E-06
0.022216667,-3.24E-06,-9.09E-06
0.022233333,-3.18E-06,-9.29E-06
0.02225,-3.12E-06,-9.48E-06
0.022266667,-3.06E-06,-9.66E-06
0.022283333,-2.99E-06,-9.83E-06
0.0223,-2.93E-06,-1.00E-05
0.022316667,-2.86E-06,-1.02E-05
0.022333333,-2.80E-06,-1.03E-05
0.02235,-2.73E-06,-1.04E-05
0.022366667,-2.66E-06,-1.06E-05
0.022383333,-2.59E-06,-1.07E-05
0.0224,-2.52E-06,-1.08E-05
0.022416667,-2.45E-06,-1.09E-05
0.022433333,-2.38E-06,-1.10E-05
0.02245,-2.31E-06,-1.10E-05
0.022466667,-2.24E-06,-1.11E-05
0.022483333,-2.17E-06,-1.11E-05
0.0225,-2.09E-06,-1.12E-05
0.022516667,-2.02E-06,-1.12E-05
0.022533333,-1.95E-06,-1.12E-05
0.02255,-1.88E-06,-1.12E-05
0.022566667,-1.80E-06,-1.12E-05
0.022583333,-1.73E-06,-1.12E-05
0.0226,-1.66E-06,-1.12E-05
0.022616667,-1.58E-06,-1.12E-05
0.022633333,-1.51E-06,-1.11E-05
0.02265,-1.44E-06,-1.11E-05
0.022666667,-1.36E-06,-1.10E-05
0.022683333,-1.29E-06,-1.09E-05
0.0227,-1.22E-06,-1.08E-05
0.022716667,-1.15E-06,-1.07E-05
0.022733333,-1.08E-06,-1.06E-05
0.02275,-1.01E-06,-1.05E-05
0.022766667,-9.40E-07,-1.04E-05
0.022783333,-8.72E-07,-1.02E-05
0.0228,-8.04E-07,-1.01E-05
0.022816667,-7.38E-07,-9.93E-06
0.022833333,-6.72E-07,-9.75E-06
0.02285,-6.08E-07,-9.57E-06
0.022866667,-5.44E-07,-9.38E-06
0.022883333,-4.82E-07,-9.19E-06
0.0229,-4.21E-07,-8.98E-06
0.022916667,-3.61E-07,-8.77E-06
0.022933333,-3.02E-07,-8.55E-06
0.02295,-2.45E-07,-8.32E-06
0.022966667,-1.89E-07,-8.08E-06
0.022983333,-1.34E-07,-7.83E-06
0.023,-8.14E-08,-7.57E-06
0.023016667,-3.00E-08,-7.31E-06
0.023033333,1.99E-08,-7.04E-06
0.02305,6.83E-08,-6.77E-06
0.023066667,1.15E-07,-6.49E-06
0.023083333,1.60E-07,-6.20E-06
0.0231,2.03E-07,-5.90E-06
0.023116667,2.45E-07,-5.60E-06
0.023133333,2.85E-07,-5.30E-06
0.02315,3.23E-07,-4.99E-06
0.023166667,3.59E-07,-4.67E-06
0.023183333,3.94E-07,-4.36E-06
0.0232,4.26E-07,-4.03E-06
0.023216667,4.57E-07,-3.71E-06
0.023233333,4.85E-07,-3.37E-06
0.02325,5.12E-07,-3.04E-06
0.023266667,5.37E-07,-2.70E-06
0.023283333,5.60E-07,-2.36E-06
0.0233,5.80E-07,-2.02E-06
0.023316667,5.99E-07,-1.67E-06
0.023333333,6.16E-07,-1.33E-06
0.02335,6.31E-07,-9.76E-07
0.023366667,6.43E-07,-6.27E-07
0.023383333,6.54E-07,-2.78E-07
0.0234,6.63E-07,7.00E-08
0.023416667,6.69E-07,4.17E-07
0.023433333,6.74E-07,7.63E-07
0.02345,6.77E-07,1.11E-06
0.023466667,6.77E-07,1.46E-06
0.023483333,6.76E-07,1.80E-06
0.0235,6.73E-07,2.15E-06
0.023516667,6.68E-07,2.49E-06
0.023533333,6.60E-07,2.83E-06
0.02355,6.51E-07,3.16E-06
0.023566667,6.40E-07,3.49E-06
0.023583333,6.28E-07,3.82E-06
0.0236,6.13E-07,4.15E-06
0.023616667,5.97E-07,4.47E-06
0.023633333,5.79E-07,4.78E-06
0.02365,5.59E-07,5.09E-06
0.023666667,5.37E-07,5.40E-06
0.023683333,5.14E-07,5.70E-06
0.0237,4.89E-07,5.99E-06
0.023716667,4.63E-07,6.28E-06
0.023733333,4.35E-07,6.57E-06
0.02375,4.05E-07,6.85E-06
0.023766667,3.74E-07,7.12E-06
0.023783333,3.41E-07,7.38E-06
0.0238,3.08E-07,7.64E-06
0.023816667,2.72E-07,7.88E-06
0.023833333,2.36E-07,8.12E-06
0.02385,1.98E-07,8.36E-06
0.023866667,1.59E-07,8.58E-06
0.023883333,1.19E-07,8.80E-06
0.0239,7.79E-08,9.01E-06
0.023916667,3.57E-08,9.21E-06
0.023933333,-7.57E-09,9.40E-06
0.02395,-5.17E-08,9.58E-06
0.023966667,-9.68E-08,9.75E-06
0.023983333,-1.43E-07,9.91E-06
0.024,-1.89E-07,1.01E-05
0.024016667,-2.36E-07,1.02E-05
0.024033333,-2.84E-07,1.03E-05
0.02405,-3.33E-07,1.05E-05
0.024066667,-3.81E-07,1.06E-05
0.024083333,-4.31E-07,1.07E-05
0.0241,-4.80E-07,1.08E-05
0.024116667,-5.31E-07,1.08E-05
0.024133333,-5.81E-07,1.09E-05
0.02415,-6.31E-07,1.10E-05
0.024166667,-6.82E-07,1.10E-05
0.024183333,-7.32E-07,1.11E-05
0.0242,-7.83E-07,1.11E-05
0.024216667,-8.33E-07,1.11E-05
0.024233333,-8.83E-07,1.11E-05
0.02425,-9.33E-07,1.11E-05
0.024266667,-9.83E-07,1.11E-05
0.024283333,-1.03E-06,1.11E-05
0.0243,-1.08E-06,1.10E-05
0.024316667,-1.13E-06,1.10E-05
0.024333333,-1.18E-06,1.09E-05
0.02435,-1.22E-06,1.08E-05
0.024366667,-1.27E-06,1.08E-05
0.024383333,-1.32E-06,1.07E-05
0.0244,-1.36E-06,1.06E-05
0.024416667,-1.41E-06,1.04E-05
0.024433333,-1.45E-06,1.03E-05
0.02445,-1.49E-06,1.02E-05
0.024466667,-1.53E-06,1.01E-05
0.024483333,-1.57E-06,9.90E-06
0.0245,-1.61E-06,9.74E-06
0.024516667,-1.65E-06,9.57E-06
0.024533333,-1.69E-06,9.39E-06
0.02455,-1.72E-06,9.20E-06
0.024566667,-1.76E-06,9.00E-06
0.024583333,-1.79E-06,8.79E-06
0.0246,-1.82E-06,8.58E-06
0.024616667,-1.85E-06,8.36E-06
0.024633333,-1.87E-06,8.13E-06
0.02465,-1.90E-06,7.89E-06
0.024666667,-1.93E-06,7.64E-06
0.024683333,-1.95E-06,7.39E-06
0.0247,-1.97E-06,7.12E-06
0.024716667,-1.99E-06,6.86E-06
0.024733333,-2.01E-06,6.58E-06
0.02475,-2.02E-06,6.30E-06
0.024766667,-2.03E-06,6.02E-06
0.024783333,-2.05E-06,5.72E-06
0.0248,-2.06E-06,5.43E-06
0.024816667,-2.06E-06,5.12E-06
0.024833333,-2.07E-06,4.81E-06
0.02485,-2.07E-06,4.50E-06
0.024866667,-2.07E-06,4.18E-06
0.024883333,-2.07E-06,3.86E-06
0.0249,-2.07E-06,3.54E-06
0.024916667,-2.07E-06,3.22E-06
0.024933333,-2.06E-06,2.88E-06
0.02495,-2.05E-06,2.55E-06
0.024966667,-2.04E-06,2.21E-06
0.024983333,-2.03E-06,1.88E-06
0.025,-2.01E-06,1.54E-06
0.025016667,-2.00E-06,1.20E-06
0.025033333,-1.98E-06,8.63E-07
0.02505,-1.95E-06,5.21E-07
0.025066667,-1.93E-06,1.79E-07
0.025083333,-1.90E-06,-1.64E-07
0.0251,-1.88E-06,-5.05E-07
0.025116667,-1.85E-06,-8.44E-07
0.025133333,-1.81E-06,-1.18E-06
0.02515,-1.78E-06,-1.52E-06
0.025166667,-1.74E-06,-1.85E-06
0.025183333,-1.70E-06,-2.19E-06
0.0252,-1.66E-06,-2.52E-06
0.025216667,-1.62E-06,-2.85E-06
0.025233333,-1.58E-06,-3.17E-06
0.02525,-1.53E-06,-3.49E-06
0.025266667,-1.48E-06,-3.81E-06
0.025283333,-1.43E-06,-4.12E-06
0.0253,-1.38E-06,-4.43E-06
0.025316667,-1.32E-06,-4.74E-06
0.025333333,-1.27E-06,-5.04E-06
0.02535,-1.21E-06,-5.33E-06
0.025366667,-1.15E-06,-5.62E-06
0.025383333,-1.09E-06,-5.90E-06
0.0254,-1.03E-06,-6.17E-06
0.025416667,-9.61E-07,-6.44E-06
0.025433333,-8.95E-07,-6.71E-06
0.02545,-8.27E-07,-6.96E-06
0.025466667,-7.58E-07,-7.21E-06
0.025483333,-6.88E-07,-7.45E-06
0.0255,-6.16E-07,-7.69E-06
0.025516667,-5.43E-07,-7.91E-06
0.025533333,-4.69E-07,-8.13E-06
0.02555,-3.93E-07,-8.34E-06
0.025566667,-3.16E-07,-8.54E-06
0.025583333,-2.39E-07,-8.73E-06
0.0256,-1.60E-07,-8.92E-06
0.025616667,-8.00E-08,-9.09E-06
0.025633333,6.79E-10,-9.25E-06
0.02565,8.22E-08,-9.41E-06
0.025666667,1.64E-07,-9.55E-06
0.025683333,2.47E-07,-9.69E-06
0.0257,3.31E-07,-9.81E-06
0.025716667,4.15E-07,-9.93E-06
0.025733333,5.00E-07,-1.00E-05
0.02575,5.86E-07,-1.01E-05
0.025766667,6.71E-07,-1.02E-05
0.025783333,7.57E-07,-1.03E-05
0.0258,8.44E-07,-1.03E-05
0.025816667,9.30E-07,-1.04E-05
0.025833333,1.02E-06,-1.04E-05
0.02585,1.10E-06,-1.05E-05
0.025866667,1.19E-06,-1.05E-05
0.025883333,1.28E-06,-1.05E-05
0.0259,1.36E-06,-1.05E-05
0.025916667,1.45E-06,-1.05E-05
0.025933333,1.53E-06,-1.05E-05
0.02595,1.62E-06,-1.04E-05
0.025966667,1.70E-06,-1.04E-05
0.025983333,1.79E-06,-1.03E-05
0.026,1.87E-06,-1.03E-05
0.026016667,1.96E-06,-1.02E-05
0.026033333,2.04E-06,-1.01E-05
0.02605,2.12E-06,-1.00E-05
0.026066667,2.20E-06,-9.90E-06
0.026083333,2.28E-06,-9.79E-06
0.0261,2.36E-06,-9.66E-06
0.026116667,2.44E-06,-9.52E-06
0.026133333,2.51E-06,-9.38E-06
0.02615,2.59E-06,-9.22E-06
0.026166667,2.66E-06,-9.05E-06
0.026183333,2.74E-06,-8.87E-06
0.0262,2.81E-06,-8.69E-06
0.026216667,2.88E-06,-8.50E-06
0.026233333,2.95E-06,-8.30E-06
0.02625,3.02E-06,-8.09E-06
0.026266667,3.08E-06,-7.87E-06
0.026283333,3.15E-06,-7.64E-06
0.0263,3.21E-06,-7.40E-06
0.026316667,3.27E-06,-7.16E-06
0.026333333,3.33E-06,-6.91E-06
0.02635,3.39E-06,-6.65E-06
0.026366667,3.44E-06,-6.38E-06
0.026383333,3.50E-06,-6.11E-06
0.0264,3.55E-06,-5.83E-06
0.026416667,3.60E-06,-5.55E-06
0.026433333,3.65E-06,-5.25E-06
0.02645,3.69E-06,-4.96E-06
0.026466667,3.74E-06,-4.66E-06
0.026483333,3.78E-06,-4.35E-06
0.0265,3.82E-06,-4.04E-06
0.026516667,3.86E-06,-3.73E-06
0.026533333,3.89E-06,-3.40E-06
0.02655,3.92E-06,-3.08E-06
0.026566667,3.96E-06,-2.75E-06
0.026583333,3.98E-06,-2.42E-06
0.0266,4.01E-06,-2.09E-06
0.026616667,4.04E-06,-1.75E-06
0.026633333,4.06E-06,-1.42E-06
0.02665,4.08E-06,-1.08E-06
0.026666667,4.09E-06,-7.35E-07
0.026683333,4.11E-06,-3.93E-07
0.0267,4.12E-06,-5.07E-08
0.026716667,4.13E-06,2.91E-07
0.026733333,4.14E-06,6.34E-07
0.02675,4.15E-06,9.76E-07
0.026766667,4.15E-06,1.32E-06
0.026783333,4.15E-06,1.66E-06
0.0268,4.15E-06,2.00E-06
0.026816667,4.15E-06,2.34E-06
0.026833333,4.14E-06,2.68E-06
0.02685,4.13E-06,3.01E-06
0.026866667,4.12E-06,3.35E-06
0.026883333,4.11E-06,3.67E-06
0.0269,4.09E-06,4.00E-06
0.026916667,4.08E-06,4.32E-06
0.026933333,4.06E-06,4.64E-06
0.02695,4.04E-06,4.96E-06
0.026966667,4.01E-06,5.27E-06
0.026983333,3.99E-06,5.57E-06
0.027,3.96E-06,5.87E-06
0.027016667,3.93E-06,6.17E-06
0.027033333,3.90E-06,6.46E-06
0.02705,3.87E-06,6.74E-06
0.027066667,3.83E-06,7.02E-06
0.027083333,3.80E-06,7.29E-06
0.0271,3.76E-06,7.55E-06
0.027116667,3.72E-06,7.81E-06
0.027133333,3.68E-06,8.06E-06
0.02715,3.63E-06,8.30E-06
0.027166667,3.59E-06,8.54E-06
0.027183333,3.54E-06,8.76E-06
0.0272,3.49E-06,8.98E-06
0.027216667,3.44E-06,9.19E-06
0.027233333,3.39E-06,9.39E-06
0.02725,3.34E-06,9.58E-06
0.027266667,3.28E-06,9.76E-06
0.027283333,3.23E-06,9.94E-06
0.0273,3.17E-06,1.01E-05
0.027316667,3.11E-06,1.03E-05
0.027333333,3.05E-06,1.04E-05
0.02735,3.00E-06,1.05E-05
0.027366667,2.93E-06,1.07E-05
0.027383333,2.87E-06,1.08E-05
0.0274,2.81E-06,1.09E-05
0.027416667,2.75E-06,1.10E-05
0.027433333,2.68E-06,1.10E-05
0.02745,2.62E-06,1.11E-05
0.027466667,2.55E-06,1.12E-05
0.027483333,2.49E-06,1.12E-05
0.0275,2.42E-06,1.13E-05
0.027516667,2.36E-06,1.13E-05
0.027533333,2.29E-06,1.13E-05
0.02755,2.22E-06,1.13E-05
0.027566667,2.16E-06,1.13E-05
0.027583333,2.09E-06,1.13E-05
0.0276,2.02E-06,1.13E-05
0.027616667,1.96E-06,1.13E-05
0.027633333,1.89E-06,1.12E-05
0.02765,1.82E-06,1.12E-05
0.027666667,1.76E-06,1.11E-05
0.027683333,1.69E-06,1.10E-05
0.0277,1.62E-06,1.09E-05
0.027716667,1.56E-06,1.08E-05
0.027733333,1.49E-06,1.07E-05
0.02775,1.43E-06,1.06E-05
0.027766667,1.37E-06,1.05E-05
0.027783333,1.30E-06,1.03E-05
0.0278,1.24E-06,1.02E-05
0.027816667,1.18E-06,1.00E-05
0.027833333,1.12E-06,9.84E-06
0.02785,1.06E-06,9.66E-06
0.027866667,1.00E-06,9.47E-06
0.027883333,9.43E-07,9.27E-06
0.0279,8.87E-07,9.06E-06
0.027916667,8.31E-07,8.85E-06
0.027933333,7.77E-07,8.63E-06
0.02795,7.23E-07,8.39E-06
0.027966667,6.71E-07,8.15E-06
0.027983333,6.21E-07,7.91E-06
0.028,5.72E-07,7.65E-06
0.028016667,5.24E-07,7.39E-06
0.028033333,4.77E-07,7.12E-06
0.02805,4.32E-07,6.84E-06
0.028066667,3.89E-07,6.56E-06
0.028083333,3.47E-07,6.27E-06
0.0281,3.07E-07,5.97E-06
0.028116667,2.68E-07,5.67E-06
0.028133333,2.31E-07,5.37E-06
0.02815,1.96E-07,5.05E-06
0.028166667,1.63E-07,4.74E-06
0.028183333,1.31E-07,4.42E-06
0.0282,1.01E-07,4.09E-06
0.028216667,7.25E-08,3.76E-06
0.028233333,4.61E-08,3.43E-06
0.02825,2.14E-08,3.09E-06
0.028266667,-1.39E-09,2.76E-06
0.028283333,-2.23E-08,2.41E-06
0.0283,-4.14E-08,2.07E-06
0.028316667,-5.85E-08,1.73E-06
0.028333333,-7.37E-08,1.38E-06
0.02835,-8.70E-08,1.03E-06
0.028366667,-9.85E-08,6.83E-07
0.028383333,-1.08E-07,3.32E-07
0.0284,-1.16E-07,-1.79E-08
0.028416667,-1.22E-07,-3.68E-07
0.028433333,-1.26E-07,-7.16E-07
0.02845,-1.28E-07,-1.06E-06
0.028466667,-1.28E-07,-1.41E-06
0.028483333,-1.26E-07,-1.76E-06
0.0285,-1.23E-07,-2.10E-06
0.028516667,-1.17E-07,-2.44E-06
0.028533333,-1.10E-07,-2.78E-06
0.02855,-1.01E-07,-3.12E-06
0.028566667,-9.07E-08,-3.45E-06
0.028583333,-7.83E-08,-3.78E-06
0.0286,-6.42E-08,-4.11E-06
0.028616667,-4.83E-08,-4.43E-06
0.028633333,-3.09E-08,-4.75E-06
0.02865,-1.18E-08,-5.06E-06
0.028666667,8.91E-09,-5.37E-06
0.028683333,3.11E-08,-5.67E-06
0.0287,5.49E-08,-5.97E-06
0.028716667,8.02E-08,-6.26E-06
0.028733333,1.07E-07,-6.54E-06
0.02875,1.35E-07,-6.82E-06
0.028766667,1.65E-07,-7.09E-06
0.028783333,1.96E-07,-7.36E-06
0.0288,2.28E-07,-7.61E-06
0.028816667,2.61E-07,-7.86E-06
0.028833333,2.96E-07,-8.11E-06
0.02885,3.31E-07,-8.34E-06
0.028866667,3.68E-07,-8.56E-06
0.028883333,4.06E-07,-8.78E-06
0.0289,4.45E-07,-8.99E-06
0.028916667,4.85E-07,-9.19E-06
0.028933333,5.25E-07,-9.38E-06
0.02895,5.67E-07,-9.56E-06
0.028966667,6.09E-07,-9.73E-06
0.028983333,6.52E-07,-9.90E-06
0.029,6.95E-07,-1.01E-05
0.029016667,7.39E-07,-1.02E-05
0.029033333,7.84E-07,-1.03E-05
0.02905,8.29E-07,-1.05E-05
0.029066667,8.75E-07,-1.06E-05
0.029083333,9.20E-07,-1.07E-05
0.0291,9.66E-07,-1.08E-05
0.029116667,1.01E-06,-1.08E-05
0.029133333,1.06E-06,-1.09E-05
0.02915,1.11E-06,-1.10E-05
0.029166667,1.15E-06,-1.10E-05
0.029183333,1.20E-06,-1.11E-05
0.0292,1.24E-06,-1.11E-05
0.029216667,1.29E-06,-1.11E-05
0.029233333,1.34E-06,-1.11E-05
0.02925,1.38E-06,-1.11E-05
0.029266667,1.43E-06,-1.11E-05
0.029283333,1.47E-06,-1.11E-05
0.0293,1.52E-06,-1.10E-05
0.029316667,1.56E-06,-1.10E-05
0.029333333,1.60E-06,-1.09E-05
0.02935,1.65E-06,-1.08E-05
0.029366667,1.69E-06,-1.08E-05
0.029383333,1.73E-06,-1.07E-05
0.0294,1.77E-06,-1.06E-05
0.029416667,1.81E-06,-1.05E-05
0.029433333,1.84E-06,-1.03E-05
0.02945,1.88E-06,-1.02E-05
0.029466667,1.92E-06,-1.01E-05
0.029483333,1.95E-06,-9.93E-06
0.0295,1.98E-06,-9.77E-06
0.029516667,2.02E-06,-9.60E-06
0.029533333,2.05E-06,-9.42E-06
0.02955,2.08E-06,-9.23E-06
0.029566667,2.10E-06,-9.03E-06
0.029583333,2.13E-06,-8.83E-06
0.0296,2.16E-06,-8.61E-06
0.029616667,2.18E-06,-8.39E-06
0.029633333,2.20E-06,-8.16E-06
0.02965,2.22E-06,-7.92E-06
0.029666667,2.24E-06,-7.68E-06
0.029683333,2.26E-06,-7.43E-06
0.0297,2.27E-06,-7.16E-06
0.029716667,2.28E-06,-6.90E-06
0.029733333,2.29E-06,-6.62E-06
0.02975,2.30E-06,-6.34E-06
0.029766667,2.31E-06,-6.06E-06
0.029783333,2.32E-06,-5.77E-06
0.0298,2.32E-06,-5.47E-06
0.029816667,2.32E-06,-5.17E-06
0.029833333,2.32E-06,-4.86E-06
0.02985,2.32E-06,-4.55E-06
0.029866667,2.31E-06,-4.23E-06
0.029883333,2.30E-06,-3.91E-06
0.0299,2.30E-06,-3.59E-06
0.029916667,2.28E-06,-3.27E-06
0.029933333,2.27E-06,-2.94E-06
0.02995,2.26E-06,-2.61E-06
0.029966667,2.24E-06,-2.27E-06
0.029983333,2.22E-06,-1.94E-06
0.03,2.20E-06,-1.60E-06
0.030016667,2.17E-06,-1.26E-06
0.030033333,2.14E-06,-9.22E-07
0.03005,2.12E-06,-5.82E-07
0.030066667,2.09E-06,-2.42E-07
0.030083333,2.05E-06,9.89E-08
0.0301,2.02E-06,4.40E-07
0.030116667,1.98E-06,7.80E-07
0.030133333,1.94E-06,1.12E-06
0.03015,1.90E-06,1.45E-06
0.030166667,1.86E-06,1.79E-06
0.030183333,1.81E-06,2.12E-06
0.0302,1.76E-06,2.45E-06
0.030216667,1.71E-06,2.78E-06
0.030233333,1.66E-06,3.10E-06
0.03025,1.61E-06,3.42E-06
0.030266667,1.55E-06,3.74E-06
0.030283333,1.50E-06,4.05E-06
0.0303,1.44E-06,4.36E-06
0.030316667,1.38E-06,4.67E-06
0.030333333,1.31E-06,4.97E-06
0.03035,1.25E-06,5.26E-06
0.030366667,1.18E-06,5.55E-06
0.030383333,1.11E-06,5.83E-06
0.0304,1.04E-06,6.11E-06
0.030416667,9.72E-07,6.38E-06
0.030433333,8.99E-07,6.64E-06
0.03045,8.25E-07,6.89E-06
0.030466667,7.49E-07,7.14E-06
0.030483333,6.72E-07,7.39E-06
0.0305,5.93E-07,7.62E-06
0.030516667,5.13E-07,7.85E-06
0.030533333,4.32E-07,8.06E-06
0.03055,3.50E-07,8.27E-06
0.030566667,2.67E-07,8.47E-06
0.030583333,1.82E-07,8.66E-06
0.0306,9.68E-08,8.85E-06
0.030616667,1.05E-08,9.02E-06
0.030633333,-7.66E-08,9.19E-06
0.03065,-1.65E-07,9.34E-06
0.030666667,-2.53E-07,9.49E-06
0.030683333,-3.43E-07,9.62E-06
0.0307,-4.33E-07,9.75E-06
0.030716667,-5.23E-07,9.86E-06
0.030733333,-6.14E-07,9.97E-06
0.03075,-7.05E-07,1.01E-05
0.030766667,-7.97E-07,1.01E-05
0.030783333,-8.89E-07,1.02E-05
0.0308,-9.81E-07,1.03E-05
0.030816667,-1.07E-06,1.03E-05
0.030833333,-1.17E-06,1.04E-05
0.03085,-1.26E-06,1.04E-05
0.030866667,-1.35E-06,1.04E-05
0.030883333,-1.44E-06,1.04E-05
0.0309,-1.53E-06,1.04E-05
0.030916667,-1.63E-06,1.04E-05
0.030933333,-1.72E-06,1.04E-05
0.03095,-1.81E-06,1.04E-05
0.030966667,-1.90E-06,1.03E-05
0.030983333,-1.99E-06,1.03E-05
0.031,-2.08E-06,1.02E-05
0.031016667,-2.16E-06,1.01E-05
0.031033333,-2.25E-06,1.01E-05
0.03105,-2.34E-06,9.97E-06
0.031066667,-2.42E-06,9.86E-06
0.031083333,-2.51E-06,9.74E-06
0.0311,-2.59E-06,9.62E-06
0.031116667,-2.67E-06,9.48E-06
0.031133333,-2.76E-06,9.34E-06
0.03115,-2.84E-06,9.18E-06
0.031166667,-2.92E-06,9.02E-06
0.031183333,-2.99E-06,8.84E-06
0.0312,-3.07E-06,8.66E-06
0.031216667,-3.14E-06,8.46E-06
0.031233333,-3.22E-06,8.26E-06
0.03125,-3.29E-06,8.06E-06
0.031266667,-3.36E-06,7.84E-06
0.031283333,-3.43E-06,7.61E-06
0.0313,-3.49E-06,7.38E-06
0.031316667,-3.56E-06,7.13E-06
0.031333333,-3.62E-06,6.88E-06
0.03135,-3.68E-06,6.63E-06
0.031366667,-3.74E-06,6.36E-06
0.031383333,-3.79E-06,6.09E-06
0.0314,-3.85E-06,5.82E-06
0.031416667,-3.90E-06,5.54E-06
0.031433333,-3.95E-06,5.25E-06
0.03145,-4.00E-06,4.95E-06
0.031466667,-4.05E-06,4.65E-06
0.031483333,-4.09E-06,4.35E-06
0.0315,-4.13E-06,4.04E-06
0.031516667,-4.17E-06,3.73E-06
0.031533333,-4.21E-06,3.41E-06
0.03155,-4.24E-06,3.09E-06
0.031566667,-4.28E-06,2.76E-06
0.031583333,-4.31E-06,2.43E-06
0.0316,-4.34E-06,2.10E-06
0.031616667,-4.36E-06,1.77E-06
0.031633333,-4.38E-06,1.43E-06
0.03165,-4.40E-06,1.10E-06
0.031666667,-4.42E-06,7.56E-07
0.031683333,-4.44E-06,4.16E-07
0.0317,-4.45E-06,7.50E-08
0.031716667,-4.46E-06,-2.66E-07
0.031733333,-4.47E-06,-6.07E-07
0.03175,-4.48E-06,-9.47E-07
0.031766667,-4.48E-06,-1.29E-06
0.031783333,-4.48E-06,-1.63E-06
0.0318,-4.48E-06,-1.97E-06
0.031816667,-4.48E-06,-2.30E-06
0.031833333,-4.47E-06,-2.64E-06
0.03185,-4.46E-06,-2.97E-06
0.031866667,-4.45E-06,-3.30E-06
0.031883333,-4.44E-06,-3.63E-06
0.0319,-4.42E-06,-3.95E-06
0.031916667,-4.40E-06,-4.27E-06
0.031933333,-4.38E-06,-4.59E-06
0.03195,-4.36E-06,-4.90E-06
0.031966667,-4.34E-06,-5.21E-06
0.031983333,-4.31E-06,-5.51E-06
0.032,-4.28E-06,-5.81E-06
0.032016667,-4.25E-06,-6.10E-06
0.032033333,-4.22E-06,-6.39E-06
0.03205,-4.18E-06,-6.67E-06
0.032066667,-4.14E-06,-6.94E-06
0.032083333,-4.10E-06,-7.21E-06
0.0321,-4.06E-06,-7.47E-06
0.032116667,-4.02E-06,-7.73E-06
0.032133333,-3.97E-06,-7.97E-06
0.03215,-3.93E-06,-8.21E-06
0.032166667,-3.88E-06,-8.44E-06
0.032183333,-3.83E-06,-8.67E-06
0.0322,-3.78E-06,-8.88E-06
0.032216667,-3.72E-06,-9.09E-06
0.032233333,-3.67E-06,-9.29E-06
0.03225,-3.61E-06,-9.48E-06
0.032266667,-3.55E-06,-9.66E-06
0.032283333,-3.49E-06,-9.83E-06
0.0323,-3.43E-06,-9.99E-06
0.032316667,-3.37E-06,-1.01E-05
0.032333333,-3.30E-06,-1.03E-05
0.03235,-3.24E-06,-1.04E-05
0.032366667,-3.17E-06,-1.05E-05
0.032383333,-3.11E-06,-1.06E-05
0.0324,-3.04E-06,-1.07E-05
0.032416667,-2.97E-06,-1.08E-05
0.032433333,-2.90E-06,-1.09E-05
0.03245,-2.83E-06,-1.10E-05
0.032466667,-2.76E-06,-1.10E-05
0.032483333,-2.69E-06,-1.11E-05
0.0325,-2.62E-06,-1.11E-05
0.032516667,-2.55E-06,-1.12E-05
0.032533333,-2.47E-06,-1.12E-05
0.03255,-2.40E-06,-1.12E-05
0.032566667,-2.33E-06,-1.12E-05
0.032583333,-2.25E-06,-1.12E-05
0.0326,-2.18E-06,-1.11E-05
0.032616667,-2.10E-06,-1.11E-05
0.032633333,-2.03E-06,-1.10E-05
0.03265,-1.96E-06,-1.10E-05
0.032666667,-1.88E-06,-1.09E-05
0.032683333,-1.81E-06,-1.08E-05
0.0327,-1.73E-06,-1.07E-05
0.032716667,-1.66E-06,-1.06E-05
0.032733333,-1.59E-06,-1.05E-05
0.03275,-1.52E-06,-1.04E-05
0.032766667,-1.44E-06,-1.03E-05
0.032783333,-1.37E-06,-1.01E-05
0.0328,-1.30E-06,-9.98E-06
0.032816667,-1.23E-06,-9.81E-06
0.032833333,-1.16E-06,-9.64E-06
0.03285,-1.09E-06,-9.46E-06
0.032866667,-1.03E-06,-9.27E-06
0.032883333,-9.58E-07,-9.07E-06
0.0329,-8.92E-07,-8.86E-06
0.032916667,-8.27E-07,-8.64E-06
0.032933333,-7.63E-07,-8.42E-06
0.03295,-7.01E-07,-8.18E-06
0.032966667,-6.39E-07,-7.94E-06
0.032983333,-5.79E-07,-7.69E-06
0.033,-5.19E-07,-7.43E-06
0.033016667,-4.62E-07,-7.17E-06
0.033033333,-4.05E-07,-6.90E-06
0.03305,-3.50E-07,-6.62E-06
0.033066667,-2.96E-07,-6.33E-06
0.033083333,-2.44E-07,-6.04E-06
0.0331,-1.93E-07,-5.75E-06
0.033116667,-1.44E-07,-5.44E-06
0.033133333,-9.63E-08,-5.13E-06
0.03315,-5.03E-08,-4.82E-06
0.033166667,-5.86E-09,-4.50E-06
0.033183333,3.69E-08,-4.18E-06
0.0332,7.81E-08,-3.85E-06
0.033216667,1.17E-07,-3.52E-06
0.033233333,1.55E-07,-3.19E-06
0.03325,1.91E-07,-2.85E-06
0.033266667,2.25E-07,-2.51E-06
0.033283333,2.57E-07,-2.16E-06
0.0333,2.88E-07,-1.82E-06
0.033316667,3.17E-07,-1.47E-06
0.033333333,3.44E-07,-1.12E-06
0.03335,3.69E-07,-7.74E-07
