% Model,transient_real_pressure.mph,
% Version,COMSOL 6.3.0.290,
% Date,"Mar 20 2025, 17:02",
% Table,探针�?1 - ,
% 时间 (s),"总声�?(Pa), 点探�?1","总声�?(Pa), 点探�?2"
0.01095,1.10E-06,1.12E-05
0.010966667,1.04E-06,1.12E-05
0.010983333,9.79E-07,1.11E-05
0.011,9.18E-07,1.11E-05
0.011016667,8.57E-07,1.10E-05
0.011033333,7.97E-07,1.09E-05
0.01105,7.37E-07,1.08E-05
0.011066667,6.79E-07,1.07E-05
0.011083333,6.20E-07,1.06E-05
0.0111,5.62E-07,1.05E-05
0.011116667,5.05E-07,1.03E-05
0.011133333,4.49E-07,1.02E-05
0.01115,3.95E-07,1.00E-05
0.011166667,3.41E-07,9.87E-06
0.011183333,2.89E-07,9.69E-06
0.0112,2.38E-07,9.51E-06
0.011216667,1.88E-07,9.31E-06
0.011233333,1.38E-07,9.11E-06
0.01125,9.01E-08,8.91E-06
0.011266667,4.28E-08,8.70E-06
0.011283333,-3.21E-09,8.48E-06
0.0113,-4.78E-08,8.26E-06
0.011316667,-9.08E-08,8.02E-06
0.011333333,-1.32E-07,7.77E-06
0.01135,-1.72E-07,7.51E-06
0.011366667,-2.10E-07,7.25E-06
0.011383333,-2.46E-07,7.00E-06
0.0114,-2.81E-07,6.73E-06
0.011416667,-3.14E-07,6.46E-06
0.011433333,-3.45E-07,6.18E-06
0.01145,-3.74E-07,5.88E-06
0.011466667,-4.02E-07,5.58E-06
0.011483333,-4.27E-07,5.28E-06
0.0115,-4.50E-07,4.97E-06
0.011516667,-4.71E-07,4.67E-06
0.011533333,-4.91E-07,4.36E-06
0.01155,-5.08E-07,4.04E-06
0.011566667,-5.23E-07,3.71E-06
0.011583333,-5.35E-07,3.38E-06
0.0116,-5.46E-07,3.04E-06
0.011616667,-5.55E-07,2.71E-06
0.011633333,-5.62E-07,2.38E-06
0.01165,-5.67E-07,2.05E-06
0.011666667,-5.70E-07,1.71E-06
0.011683333,-5.71E-07,1.37E-06
0.0117,-5.71E-07,1.02E-06
0.011716667,-5.68E-07,6.75E-07
0.011733333,-5.63E-07,3.27E-07
0.01175,-5.57E-07,-1.68E-08
0.011766667,-5.48E-07,-3.57E-07
0.011783333,-5.38E-07,-6.95E-07
0.0118,-5.26E-07,-1.03E-06
0.011816667,-5.12E-07,-1.37E-06
0.011833333,-4.96E-07,-1.71E-06
0.01185,-4.79E-07,-2.05E-06
0.011866667,-4.59E-07,-2.39E-06
0.011883333,-4.37E-07,-2.72E-06
0.0119,-4.12E-07,-3.04E-06
0.011916667,-3.86E-07,-3.36E-06
0.011933333,-3.58E-07,-3.68E-06
0.01195,-3.28E-07,-4.01E-06
0.011966667,-2.96E-07,-4.33E-06
0.011983333,-2.62E-07,-4.64E-06
0.012,-2.26E-07,-4.95E-06
0.012016667,-1.88E-07,-5.24E-06
0.012033333,-1.48E-07,-5.53E-06
0.01205,-1.06E-07,-5.81E-06
0.012066667,-6.22E-08,-6.09E-06
0.012083333,-1.65E-08,-6.37E-06
0.0121,3.13E-08,-6.64E-06
0.012116667,8.08E-08,-6.90E-06
0.012133333,1.32E-07,-7.15E-06
0.01215,1.84E-07,-7.39E-06
0.012166667,2.38E-07,-7.63E-06
0.012183333,2.93E-07,-7.86E-06
0.0122,3.49E-07,-8.08E-06
0.012216667,4.07E-07,-8.29E-06
0.012233333,4.66E-07,-8.50E-06
0.01225,5.25E-07,-8.69E-06
0.012266667,5.86E-07,-8.88E-06
0.012283333,6.47E-07,-9.05E-06
0.0123,7.09E-07,-9.21E-06
0.012316667,7.72E-07,-9.37E-06
0.012333333,8.36E-07,-9.52E-06
0.01235,9.01E-07,-9.66E-06
0.012366667,9.66E-07,-9.80E-06
0.012383333,1.03E-06,-9.92E-06
0.0124,1.10E-06,-1.00E-05
0.012416667,1.16E-06,-1.01E-05
0.012433333,1.23E-06,-1.02E-05
0.01245,1.30E-06,-1.03E-05
0.012466667,1.37E-06,-1.04E-05
0.012483333,1.44E-06,-1.04E-05
0.0125,1.50E-06,-1.05E-05
0.012516667,1.57E-06,-1.05E-05
0.012533333,1.64E-06,-1.06E-05
0.01255,1.71E-06,-1.06E-05
0.012566667,1.78E-06,-1.06E-05
0.012583333,1.85E-06,-1.06E-05
0.0126,1.92E-06,-1.06E-05
0.012616667,1.99E-06,-1.06E-05
0.012633333,2.06E-06,-1.05E-05
0.01265,2.13E-06,-1.05E-05
0.012666667,2.20E-06,-1.04E-05
0.012683333,2.27E-06,-1.03E-05
0.0127,2.34E-06,-1.03E-05
0.012716667,2.41E-06,-1.02E-05
0.012733333,2.48E-06,-1.01E-05
0.01275,2.55E-06,-9.94E-06
0.012766667,2.61E-06,-9.81E-06
0.012783333,2.68E-06,-9.66E-06
0.0128,2.74E-06,-9.51E-06
0.012816667,2.81E-06,-9.35E-06
0.012833333,2.87E-06,-9.18E-06
0.01285,2.93E-06,-9.00E-06
0.012866667,2.99E-06,-8.82E-06
0.012883333,3.05E-06,-8.62E-06
0.0129,3.11E-06,-8.41E-06
0.012916667,3.16E-06,-8.19E-06
0.012933333,3.21E-06,-7.97E-06
0.01295,3.27E-06,-7.73E-06
0.012966667,3.32E-06,-7.50E-06
0.012983333,3.37E-06,-7.25E-06
0.013,3.42E-06,-7.01E-06
0.013016667,3.46E-06,-6.75E-06
0.013033333,3.50E-06,-6.49E-06
0.01305,3.55E-06,-6.22E-06
0.013066667,3.59E-06,-5.94E-06
0.013083333,3.62E-06,-5.66E-06
0.0131,3.66E-06,-5.38E-06
0.013116667,3.69E-06,-5.09E-06
0.013133333,3.73E-06,-4.79E-06
0.01315,3.76E-06,-4.49E-06
0.013166667,3.78E-06,-4.18E-06
0.013183333,3.81E-06,-3.87E-06
0.0132,3.84E-06,-3.55E-06
0.013216667,3.86E-06,-3.23E-06
0.013233333,3.88E-06,-2.91E-06
0.01325,3.89E-06,-2.58E-06
0.013266667,3.91E-06,-2.25E-06
0.013283333,3.92E-06,-1.92E-06
0.0133,3.93E-06,-1.58E-06
0.013316667,3.94E-06,-1.23E-06
0.013333333,3.95E-06,-8.89E-07
0.01335,3.95E-06,-5.45E-07
0.013366667,3.95E-06,-2.00E-07
0.013383333,3.95E-06,1.47E-07
0.0134,3.95E-06,4.94E-07
0.013416667,3.95E-06,8.43E-07
0.013433333,3.94E-06,1.19E-06
0.01345,3.93E-06,1.54E-06
0.013466667,3.92E-06,1.89E-06
0.013483333,3.90E-06,2.23E-06
0.0135,3.89E-06,2.56E-06
0.013516667,3.87E-06,2.90E-06
0.013533333,3.85E-06,3.23E-06
0.01355,3.83E-06,3.57E-06
0.013566667,3.80E-06,3.90E-06
0.013583333,3.78E-06,4.23E-06
0.0136,3.75E-06,4.55E-06
0.013616667,3.72E-06,4.86E-06
0.013633333,3.69E-06,5.17E-06
0.01365,3.65E-06,5.48E-06
0.013666667,3.62E-06,5.78E-06
0.013683333,3.58E-06,6.08E-06
0.0137,3.54E-06,6.37E-06
0.013716667,3.50E-06,6.66E-06
0.013733333,3.46E-06,6.93E-06
0.01375,3.41E-06,7.20E-06
0.013766667,3.37E-06,7.47E-06
0.013783333,3.32E-06,7.73E-06
0.0138,3.27E-06,7.99E-06
0.013816667,3.22E-06,8.24E-06
0.013833333,3.17E-06,8.48E-06
0.01385,3.12E-06,8.71E-06
0.013866667,3.06E-06,8.93E-06
0.013883333,3.00E-06,9.14E-06
0.0139,2.95E-06,9.34E-06
0.013916667,2.89E-06,9.54E-06
0.013933333,2.83E-06,9.73E-06
0.01395,2.77E-06,9.91E-06
0.013966667,2.70E-06,1.01E-05
0.013983333,2.64E-06,1.02E-05
0.014,2.58E-06,1.04E-05
0.014016667,2.51E-06,1.05E-05
0.014033333,2.44E-06,1.07E-05
0.01405,2.38E-06,1.08E-05
0.014066667,2.31E-06,1.09E-05
0.014083333,2.24E-06,1.10E-05
0.0141,2.17E-06,1.11E-05
0.014116667,2.10E-06,1.11E-05
0.014133333,2.03E-06,1.12E-05
0.01415,1.96E-06,1.13E-05
0.014166667,1.89E-06,1.13E-05
0.014183333,1.82E-06,1.13E-05
0.0142,1.75E-06,1.14E-05
0.014216667,1.68E-06,1.14E-05
0.014233333,1.61E-06,1.14E-05
0.01425,1.54E-06,1.13E-05
0.014266667,1.47E-06,1.13E-05
0.014283333,1.40E-06,1.13E-05
0.0143,1.33E-06,1.12E-05
0.014316667,1.26E-06,1.12E-05
0.014333333,1.20E-06,1.11E-05
0.01435,1.13E-06,1.11E-05
0.014366667,1.06E-06,1.10E-05
0.014383333,9.93E-07,1.09E-05
0.0144,9.27E-07,1.08E-05
0.014416667,8.61E-07,1.06E-05
0.014433333,7.96E-07,1.05E-05
0.01445,7.32E-07,1.04E-05
0.014466667,6.69E-07,1.02E-05
0.014483333,6.07E-07,1.01E-05
0.0145,5.46E-07,9.91E-06
0.014516667,4.87E-07,9.73E-06
0.014533333,4.28E-07,9.55E-06
0.01455,3.71E-07,9.35E-06
0.014566667,3.15E-07,9.15E-06
0.014583333,2.60E-07,8.95E-06
0.0146,2.06E-07,8.73E-06
0.014616667,1.55E-07,8.50E-06
0.014633333,1.05E-07,8.26E-06
0.01465,5.66E-08,8.01E-06
0.014666667,9.84E-09,7.75E-06
0.014683333,-3.53E-08,7.49E-06
0.0147,-7.88E-08,7.23E-06
0.014716667,-1.21E-07,6.95E-06
0.014733333,-1.60E-07,6.67E-06
0.01475,-1.99E-07,6.38E-06
0.014766667,-2.35E-07,6.08E-06
0.014783333,-2.69E-07,5.78E-06
0.0148,-3.01E-07,5.47E-06
0.014816667,-3.32E-07,5.17E-06
0.014833333,-3.61E-07,4.85E-06
0.01485,-3.88E-07,4.54E-06
0.014866667,-4.13E-07,4.21E-06
0.014883333,-4.36E-07,3.88E-06
0.0149,-4.56E-07,3.54E-06
0.014916667,-4.75E-07,3.21E-06
0.014933333,-4.92E-07,2.87E-06
0.01495,-5.06E-07,2.54E-06
0.014966667,-5.19E-07,2.20E-06
0.014983333,-5.30E-07,1.86E-06
0.015,-5.38E-07,1.51E-06
0.015016667,-5.45E-07,1.16E-06
0.015033333,-5.49E-07,8.12E-07
0.01505,-5.51E-07,4.64E-07
0.015066667,-5.51E-07,1.18E-07
0.015083333,-5.49E-07,-2.26E-07
0.0151,-5.44E-07,-5.71E-07
0.015116667,-5.38E-07,-9.16E-07
0.015133333,-5.29E-07,-1.26E-06
0.01515,-5.18E-07,-1.61E-06
0.015166667,-5.05E-07,-1.95E-06
0.015183333,-4.89E-07,-2.29E-06
0.0152,-4.72E-07,-2.63E-06
0.015216667,-4.53E-07,-2.95E-06
0.015233333,-4.31E-07,-3.28E-06
0.01525,-4.08E-07,-3.61E-06
0.015266667,-3.82E-07,-3.93E-06
0.015283333,-3.55E-07,-4.25E-06
0.0153,-3.26E-07,-4.57E-06
0.015316667,-2.95E-07,-4.88E-06
0.015333333,-2.63E-07,-5.18E-06
0.01535,-2.29E-07,-5.47E-06
0.015366667,-1.93E-07,-5.76E-06
0.015383333,-1.55E-07,-6.05E-06
0.0154,-1.16E-07,-6.34E-06
0.015416667,-7.60E-08,-6.61E-06
0.015433333,-3.43E-08,-6.88E-06
0.01545,8.65E-09,-7.14E-06
0.015466667,5.30E-08,-7.39E-06
0.015483333,9.86E-08,-7.63E-06
0.0155,1.45E-07,-7.87E-06
0.015516667,1.93E-07,-8.10E-06
0.015533333,2.43E-07,-8.33E-06
0.01555,2.93E-07,-8.55E-06
0.015566667,3.44E-07,-8.75E-06
0.015583333,3.97E-07,-8.95E-06
0.0156,4.50E-07,-9.14E-06
0.015616667,5.04E-07,-9.32E-06
0.015633333,5.60E-07,-9.49E-06
0.01565,6.16E-07,-9.66E-06
0.015666667,6.73E-07,-9.81E-06
0.015683333,7.31E-07,-9.95E-06
0.0157,7.89E-07,-1.01E-05
0.015716667,8.49E-07,-1.02E-05
0.015733333,9.08E-07,-1.03E-05
0.01575,9.69E-07,-1.04E-05
0.015766667,1.03E-06,-1.05E-05
0.015783333,1.09E-06,-1.06E-05
0.0158,1.15E-06,-1.07E-05
0.015816667,1.21E-06,-1.07E-05
0.015833333,1.28E-06,-1.08E-05
0.01585,1.34E-06,-1.08E-05
0.015866667,1.40E-06,-1.08E-05
0.015883333,1.46E-06,-1.08E-05
0.0159,1.53E-06,-1.08E-05
0.015916667,1.59E-06,-1.08E-05
0.015933333,1.65E-06,-1.08E-05
0.01595,1.71E-06,-1.08E-05
0.015966667,1.77E-06,-1.07E-05
0.015983333,1.83E-06,-1.06E-05
0.016,1.89E-06,-1.06E-05
0.016016667,1.95E-06,-1.05E-05
0.016033333,2.01E-06,-1.04E-05
0.01605,2.07E-06,-1.03E-05
0.016066667,2.12E-06,-1.02E-05
0.016083333,2.18E-06,-1.01E-05
0.0161,2.23E-06,-9.98E-06
0.016116667,2.29E-06,-9.84E-06
0.016133333,2.34E-06,-9.69E-06
0.01615,2.39E-06,-9.54E-06
0.016166667,2.44E-06,-9.38E-06
0.016183333,2.49E-06,-9.21E-06
0.0162,2.54E-06,-9.03E-06
0.016216667,2.59E-06,-8.83E-06
0.016233333,2.63E-06,-8.63E-06
0.01625,2.68E-06,-8.42E-06
0.016266667,2.72E-06,-8.21E-06
0.016283333,2.76E-06,-7.99E-06
0.0163,2.80E-06,-7.76E-06
0.016316667,2.84E-06,-7.52E-06
0.016333333,2.87E-06,-7.28E-06
0.01635,2.91E-06,-7.02E-06
0.016366667,2.94E-06,-6.75E-06
0.016383333,2.97E-06,-6.48E-06
0.0164,3.00E-06,-6.20E-06
0.016416667,3.02E-06,-5.92E-06
0.016433333,3.05E-06,-5.63E-06
0.01645,3.07E-06,-5.34E-06
0.016466667,3.09E-06,-5.04E-06
0.016483333,3.11E-06,-4.73E-06
0.0165,3.13E-06,-4.42E-06
0.016516667,3.14E-06,-4.10E-06
0.016533333,3.16E-06,-3.79E-06
0.01655,3.17E-06,-3.47E-06
0.016566667,3.17E-06,-3.14E-06
0.016583333,3.18E-06,-2.81E-06
0.0166,3.18E-06,-2.47E-06
0.016616667,3.19E-06,-2.14E-06
0.016633333,3.19E-06,-1.80E-06
0.01665,3.18E-06,-1.46E-06
0.016666667,3.18E-06,-1.12E-06
0.016683333,3.17E-06,-7.81E-07
0.0167,3.16E-06,-4.42E-07
0.016716667,3.15E-06,-9.99E-08
0.016733333,3.14E-06,2.43E-07
0.01675,3.12E-06,5.86E-07
0.016766667,3.10E-06,9.26E-07
0.016783333,3.08E-06,1.26E-06
0.0168,3.06E-06,1.60E-06
0.016816667,3.04E-06,1.93E-06
0.016833333,3.01E-06,2.27E-06
0.01685,2.98E-06,2.60E-06
0.016866667,2.95E-06,2.94E-06
0.016883333,2.92E-06,3.27E-06
0.0169,2.89E-06,3.59E-06
0.016916667,2.85E-06,3.91E-06
0.016933333,2.81E-06,4.22E-06
0.01695,2.77E-06,4.53E-06
0.016966667,2.73E-06,4.84E-06
0.016983333,2.69E-06,5.15E-06
0.017,2.64E-06,5.45E-06
0.017016667,2.59E-06,5.75E-06
0.017033333,2.54E-06,6.03E-06
0.01705,2.49E-06,6.32E-06
0.017066667,2.44E-06,6.59E-06
0.017083333,2.38E-06,6.86E-06
0.0171,2.33E-06,7.13E-06
0.017116667,2.27E-06,7.39E-06
0.017133333,2.21E-06,7.64E-06
0.01715,2.15E-06,7.88E-06
0.017166667,2.08E-06,8.11E-06
0.017183333,2.02E-06,8.33E-06
0.0172,1.95E-06,8.55E-06
0.017216667,1.89E-06,8.75E-06
0.017233333,1.82E-06,8.96E-06
0.01725,1.75E-06,9.15E-06
0.017266667,1.68E-06,9.33E-06
0.017283333,1.61E-06,9.50E-06
0.0173,1.54E-06,9.66E-06
0.017316667,1.46E-06,9.81E-06
0.017333333,1.39E-06,9.95E-06
0.01735,1.31E-06,1.01E-05
0.017366667,1.24E-06,1.02E-05
0.017383333,1.16E-06,1.03E-05
0.0174,1.09E-06,1.04E-05
0.017416667,1.01E-06,1.05E-05
0.017433333,9.32E-07,1.06E-05
0.01745,8.54E-07,1.07E-05
0.017466667,7.76E-07,1.07E-05
0.017483333,6.97E-07,1.08E-05
0.0175,6.18E-07,1.08E-05
0.017516667,5.39E-07,1.09E-05
0.017533333,4.60E-07,1.09E-05
0.01755,3.81E-07,1.09E-05
0.017566667,3.02E-07,1.09E-05
0.017583333,2.23E-07,1.09E-05
0.0176,1.44E-07,1.08E-05
0.017616667,6.51E-08,1.08E-05
0.017633333,-1.32E-08,1.08E-05
0.01765,-9.10E-08,1.07E-05
0.017666667,-1.68E-07,1.06E-05
0.017683333,-2.45E-07,1.06E-05
0.0177,-3.22E-07,1.05E-05
0.017716667,-3.97E-07,1.04E-05
0.017733333,-4.73E-07,1.03E-05
0.01775,-5.47E-07,1.01E-05
0.017766667,-6.21E-07,1.00E-05
0.017783333,-6.93E-07,9.88E-06
0.0178,-7.65E-07,9.73E-06
0.017816667,-8.35E-07,9.57E-06
0.017833333,-9.04E-07,9.40E-06
0.01785,-9.73E-07,9.22E-06
0.017866667,-1.04E-06,9.03E-06
0.017883333,-1.11E-06,8.84E-06
0.0179,-1.17E-06,8.63E-06
0.017916667,-1.23E-06,8.42E-06
0.017933333,-1.30E-06,8.19E-06
0.01795,-1.36E-06,7.96E-06
0.017966667,-1.41E-06,7.72E-06
0.017983333,-1.47E-06,7.47E-06
0.018,-1.53E-06,7.22E-06
0.018016667,-1.58E-06,6.96E-06
0.018033333,-1.63E-06,6.69E-06
0.01805,-1.69E-06,6.42E-06
0.018066667,-1.73E-06,6.13E-06
0.018083333,-1.78E-06,5.84E-06
0.0181,-1.83E-06,5.55E-06
0.018116667,-1.87E-06,5.25E-06
0.018133333,-1.91E-06,4.95E-06
0.01815,-1.95E-06,4.64E-06
0.018166667,-1.99E-06,4.33E-06
0.018183333,-2.03E-06,4.00E-06
0.0182,-2.06E-06,3.68E-06
0.018216667,-2.09E-06,3.35E-06
0.018233333,-2.12E-06,3.02E-06
0.01825,-2.15E-06,2.69E-06
0.018266667,-2.18E-06,2.36E-06
0.018283333,-2.20E-06,2.02E-06
0.0183,-2.22E-06,1.68E-06
0.018316667,-2.24E-06,1.34E-06
0.018333333,-2.26E-06,9.95E-07
0.01835,-2.27E-06,6.49E-07
0.018366667,-2.28E-06,3.04E-07
0.018383333,-2.29E-06,-3.98E-08
0.0184,-2.30E-06,-3.84E-07
0.018416667,-2.31E-06,-7.30E-07
0.018433333,-2.31E-06,-1.08E-06
0.01845,-2.32E-06,-1.42E-06
0.018466667,-2.32E-06,-1.77E-06
0.018483333,-2.31E-06,-2.11E-06
0.0185,-2.31E-06,-2.45E-06
0.018516667,-2.30E-06,-2.78E-06
0.018533333,-2.30E-06,-3.12E-06
0.01855,-2.29E-06,-3.45E-06
0.018566667,-2.27E-06,-3.78E-06
0.018583333,-2.26E-06,-4.11E-06
0.0186,-2.24E-06,-4.43E-06
0.018616667,-2.23E-06,-4.75E-06
0.018633333,-2.21E-06,-5.06E-06
0.01865,-2.19E-06,-5.37E-06
0.018666667,-2.16E-06,-5.67E-06
0.018683333,-2.14E-06,-5.97E-06
0.0187,-2.11E-06,-6.27E-06
0.018716667,-2.08E-06,-6.56E-06
0.018733333,-2.06E-06,-6.84E-06
0.01875,-2.02E-06,-7.12E-06
0.018766667,-1.99E-06,-7.38E-06
0.018783333,-1.96E-06,-7.64E-06
0.0188,-1.92E-06,-7.89E-06
0.018816667,-1.88E-06,-8.14E-06
0.018833333,-1.84E-06,-8.38E-06
0.01885,-1.80E-06,-8.62E-06
0.018866667,-1.76E-06,-8.84E-06
0.018883333,-1.72E-06,-9.06E-06
0.0189,-1.68E-06,-9.26E-06
0.018916667,-1.63E-06,-9.46E-06
0.018933333,-1.59E-06,-9.64E-06
0.01895,-1.54E-06,-9.82E-06
0.018966667,-1.49E-06,-9.99E-06
0.018983333,-1.44E-06,-1.02E-05
0.019,-1.39E-06,-1.03E-05
0.019016667,-1.34E-06,-1.04E-05
0.019033333,-1.29E-06,-1.06E-05
0.01905,-1.24E-06,-1.07E-05
0.019066667,-1.18E-06,-1.08E-05
0.019083333,-1.13E-06,-1.09E-05
0.0191,-1.08E-06,-1.10E-05
0.019116667,-1.02E-06,-1.11E-05
0.019133333,-9.67E-07,-1.11E-05
0.01915,-9.12E-07,-1.12E-05
0.019166667,-8.57E-07,-1.12E-05
0.019183333,-8.02E-07,-1.13E-05
0.0192,-7.47E-07,-1.13E-05
0.019216667,-6.92E-07,-1.13E-05
0.019233333,-6.37E-07,-1.13E-05
0.01925,-5.83E-07,-1.13E-05
0.019266667,-5.28E-07,-1.13E-05
0.019283333,-4.74E-07,-1.12E-05
0.0193,-4.20E-07,-1.12E-05
0.019316667,-3.66E-07,-1.11E-05
0.019333333,-3.13E-07,-1.11E-05
0.01935,-2.61E-07,-1.10E-05
0.019366667,-2.09E-07,-1.09E-05
0.019383333,-1.57E-07,-1.08E-05
0.0194,-1.07E-07,-1.07E-05
0.019416667,-5.67E-08,-1.06E-05
0.019433333,-7.46E-09,-1.05E-05
0.01945,4.09E-08,-1.04E-05
0.019466667,8.83E-08,-1.02E-05
0.019483333,1.35E-07,-1.01E-05
0.0195,1.80E-07,-9.90E-06
0.019516667,2.24E-07,-9.73E-06
0.019533333,2.67E-07,-9.55E-06
0.01955,3.09E-07,-9.36E-06
0.019566667,3.50E-07,-9.16E-06
0.019583333,3.89E-07,-8.95E-06
0.0196,4.27E-07,-8.73E-06
0.019616667,4.63E-07,-8.51E-06
0.019633333,4.98E-07,-8.27E-06
0.01965,5.32E-07,-8.03E-06
0.019666667,5.63E-07,-7.78E-06
0.019683333,5.94E-07,-7.52E-06
0.0197,6.22E-07,-7.25E-06
0.019716667,6.49E-07,-6.99E-06
0.019733333,6.74E-07,-6.71E-06
0.01975,6.97E-07,-6.43E-06
0.019766667,7.19E-07,-6.14E-06
0.019783333,7.38E-07,-5.84E-06
0.0198,7.56E-07,-5.54E-06
0.019816667,7.72E-07,-5.24E-06
0.019833333,7.86E-07,-4.93E-06
0.01985,7.97E-07,-4.62E-06
0.019866667,8.08E-07,-4.30E-06
0.019883333,8.16E-07,-3.98E-06
0.0199,8.22E-07,-3.65E-06
0.019916667,8.26E-07,-3.32E-06
0.019933333,8.28E-07,-2.99E-06
0.01995,8.28E-07,-2.65E-06
0.019966667,8.27E-07,-2.32E-06
0.019983333,8.23E-07,-1.98E-06
0.02,8.17E-07,-1.65E-06
0.020016667,8.09E-07,-1.31E-06
0.020033333,7.98E-07,-9.64E-07
0.02005,7.86E-07,-6.21E-07
0.020066667,7.72E-07,-2.77E-07
0.020083333,7.55E-07,6.44E-08
0.0201,7.37E-07,4.05E-07
0.020116667,7.17E-07,7.45E-07
0.020133333,6.94E-07,1.09E-06
0.02015,6.70E-07,1.43E-06
0.020166667,6.43E-07,1.77E-06
0.020183333,6.14E-07,2.10E-06
0.0202,5.84E-07,2.44E-06
0.020216667,5.51E-07,2.77E-06
0.020233333,5.17E-07,3.09E-06
0.02025,4.80E-07,3.41E-06
0.020266667,4.42E-07,3.73E-06
0.020283333,4.02E-07,4.05E-06
0.0203,3.60E-07,4.36E-06
0.020316667,3.16E-07,4.67E-06
0.020333333,2.70E-07,4.97E-06
0.02035,2.23E-07,5.27E-06
0.020366667,1.74E-07,5.55E-06
0.020383333,1.23E-07,5.84E-06
0.0204,7.10E-08,6.12E-06
0.020416667,1.72E-08,6.39E-06
0.020433333,-3.80E-08,6.66E-06
0.02045,-9.47E-08,6.91E-06
0.020466667,-1.53E-07,7.16E-06
0.020483333,-2.12E-07,7.41E-06
0.0205,-2.73E-07,7.64E-06
0.020516667,-3.35E-07,7.87E-06
0.020533333,-3.98E-07,8.09E-06
0.02055,-4.62E-07,8.30E-06
0.020566667,-5.28E-07,8.50E-06
0.020583333,-5.94E-07,8.69E-06
0.0206,-6.62E-07,8.88E-06
0.020616667,-7.30E-07,9.05E-06
0.020633333,-7.99E-07,9.22E-06
0.02065,-8.70E-07,9.37E-06
0.020666667,-9.41E-07,9.52E-06
0.020683333,-1.01E-06,9.66E-06
0.0207,-1.08E-06,9.79E-06
0.020716667,-1.16E-06,9.91E-06
0.020733333,-1.23E-06,1.00E-05
0.02075,-1.30E-06,1.01E-05
0.020766667,-1.38E-06,1.02E-05
0.020783333,-1.45E-06,1.03E-05
0.0208,-1.53E-06,1.03E-05
0.020816667,-1.60E-06,1.04E-05
0.020833333,-1.68E-06,1.04E-05
0.02085,-1.75E-06,1.05E-05
0.020866667,-1.83E-06,1.05E-05
0.020883333,-1.90E-06,1.05E-05
0.0209,-1.98E-06,1.05E-05
0.020916667,-2.05E-06,1.05E-05
0.020933333,-2.13E-06,1.05E-05
0.02095,-2.20E-06,1.05E-05
0.020966667,-2.27E-06,1.04E-05
0.020983333,-2.35E-06,1.04E-05
0.021,-2.42E-06,1.03E-05
0.021016667,-2.49E-06,1.02E-05
0.021033333,-2.56E-06,1.01E-05
0.02105,-2.63E-06,1.00E-05
0.021066667,-2.70E-06,9.93E-06
0.021083333,-2.77E-06,9.82E-06
0.0211,-2.84E-06,9.69E-06
0.021116667,-2.90E-06,9.56E-06
0.021133333,-2.97E-06,9.41E-06
0.02115,-3.03E-06,9.25E-06
0.021166667,-3.10E-06,9.09E-06
0.021183333,-3.16E-06,8.92E-06
0.0212,-3.22E-06,8.74E-06
0.021216667,-3.28E-06,8.54E-06
0.021233333,-3.34E-06,8.34E-06
0.02125,-3.39E-06,8.13E-06
0.021266667,-3.45E-06,7.91E-06
0.021283333,-3.50E-06,7.68E-06
0.0213,-3.55E-06,7.45E-06
0.021316667,-3.60E-06,7.21E-06
0.021333333,-3.65E-06,6.96E-06
0.02135,-3.70E-06,6.71E-06
0.021366667,-3.74E-06,6.44E-06
0.021383333,-3.79E-06,6.17E-06
0.0214,-3.83E-06,5.89E-06
0.021416667,-3.87E-06,5.61E-06
0.021433333,-3.90E-06,5.32E-06
0.02145,-3.94E-06,5.03E-06
0.021466667,-3.97E-06,4.73E-06
0.021483333,-4.00E-06,4.42E-06
0.0215,-4.03E-06,4.11E-06
0.021516667,-4.06E-06,3.80E-06
0.021533333,-4.08E-06,3.48E-06
0.02155,-4.10E-06,3.16E-06
0.021566667,-4.12E-06,2.83E-06
0.021583333,-4.14E-06,2.51E-06
0.0216,-4.16E-06,2.18E-06
0.021616667,-4.17E-06,1.84E-06
0.021633333,-4.18E-06,1.51E-06
0.02165,-4.19E-06,1.17E-06
0.021666667,-4.20E-06,8.25E-07
0.021683333,-4.20E-06,4.84E-07
0.0217,-4.21E-06,1.43E-07
0.021716667,-4.21E-06,-1.98E-07
0.021733333,-4.20E-06,-5.41E-07
0.02175,-4.20E-06,-8.85E-07
0.021766667,-4.19E-06,-1.23E-06
0.021783333,-4.18E-06,-1.57E-06
0.0218,-4.17E-06,-1.91E-06
0.021816667,-4.16E-06,-2.25E-06
0.021833333,-4.15E-06,-2.58E-06
0.02185,-4.13E-06,-2.91E-06
0.021866667,-4.11E-06,-3.25E-06
0.021883333,-4.09E-06,-3.58E-06
0.0219,-4.06E-06,-3.90E-06
0.021916667,-4.04E-06,-4.23E-06
0.021933333,-4.01E-06,-4.55E-06
0.02195,-3.98E-06,-4.86E-06
0.021966667,-3.95E-06,-5.17E-06
0.021983333,-3.91E-06,-5.48E-06
0.022,-3.87E-06,-5.78E-06
0.022016667,-3.84E-06,-6.07E-06
0.022033333,-3.80E-06,-6.36E-06
0.02205,-3.75E-06,-6.65E-06
0.022066667,-3.71E-06,-6.92E-06
0.022083333,-3.66E-06,-7.19E-06
0.0221,-3.62E-06,-7.45E-06
0.022116667,-3.57E-06,-7.71E-06
0.022133333,-3.52E-06,-7.96E-06
0.02215,-3.46E-06,-8.20E-06
0.022166667,-3.41E-06,-8.44E-06
